"Province_State" "Country_Region" "Confirmed" "Deaths"
"Alabama" "US" 37658 337
"Alabama" "US" 24888 292
"Alabama" "US" 2609 76
"Alabama" "US" 3863 83
"Alabama" "US" 89276 954
"Alabama" "US" 5185 108
"Alabama" "US" 8120 151
"Alabama" "US" 27346 389
"Alabama" "US" 113137 1640
"Alabama" "US" 5268 80
"Alabama" "US" 54788 936
"Alabama" "US" 36029 512
"Alabama" "US" 0 0
"Alabama" "US" 2092 44
"Alabama" "US" 5254 101
"Alabama" "US" 7464 133
"Alabama" "US" 5083 74
"Alabama" "US" 10057 91
"Alabama" "US" 60686 447
"Alabama" "US" 25259 414
"Alabama" "US" 2575 51
"Alabama" "US" 22310 375
"Alabama" "US" 11393 233
"Alabama" "US" 55966 770
"Alabama" "US" 0 0
"Alabama" "US" 18656 440
"Alabama" "US" 3731 59
"Alabama" "US" 2885 46
"Alabama" "US" 7565 129
"Alaska" "US" 1072 3
"Alaska" "US" 1686 2
"Alaska" "US" 103156 519
"Alaska" "US" 10014 41
"Alaska" "US" 0 0
"Alaska" "US" 840 1
"Alaska" "US" 1961 9
"Alaska" "US" 963 9
"Alaska" "US" 411 1
"Alaska" "US" 1824 11
"Alaska" "US" 27495 136
"Alaska" "US" 616 1
"Alaska" "US" 8344 21
"Alaska" "US" 17726 105
"Alaska" "US" 3970 21
"Alaska" "US" 4962 12
"Alaska" "US" 4014 12
"Alaska" "US" 34469 239
"Alaska" "US" 6015 5
"Alaska" "US" 4421 11
"Alaska" "US" 4609 14
"Alaska" "US" 723 4
"Alaska" "US" 1439 8
"Alaska" "US" 2360 6
"Alaska" "US" 161 0
"Alaska" "US" 2034 20
"Alaska" "US" 909 1
"Alaska" "US" 0 0
"Alaska" "US" 526 1
"Alaska" "US" 539 5
"Alaska" "US" 1416 10
"American Samoa" "US" 5434 12
"Arizona" "US" 22246 605
"Arizona" "US" 31364 559
"Arizona" "US" 43529 472
"Arizona" "US" 17117 376
"Arizona" "US" 11940 173
"Arizona" "US" 2215 32
"Arizona" "US" 5182 141
"Arizona" "US" 1272999 17004
"Arizona" "US" 57317 1430
"Arizona" "US" 38107 890
"Arizona" "US" 0 0
"Arizona" "US" 253451 3794
"Arizona" "US" 131381 1619
"Arizona" "US" 16649 227
"Arizona" "US" 0 0
"Arizona" "US" 47913 1192
"Arizona" "US" 62610 1167
"Arkansas" "US" 5682 79
"Arkansas" "US" 5114 65
"Arkansas" "US" 8757 247
"Arkansas" "US" 66649 840
"Arkansas" "US" 9431 179
"Arkansas" "US" 2990 49
"Arkansas" "US" 960 10
"Arkansas" "US" 6102 102
"Arkansas" "US" 2772 60
"Arkansas" "US" 5306 79
"Arkansas" "US" 4103 93
"Arkansas" "US" 6444 128
"Arkansas" "US" 2258 36
"Arkansas" "US" 5417 94
"Arkansas" "US" 5467 64
"Arkansas" "US" 37600 326
"Arkansas" "US" 15824 247
"Arkansas" "US" 14261 226
"Arkansas" "US" 4827 81
"Arkansas" "US" 1739 31
"Arkansas" "US" 3025 41
"Arkansas" "US" 4680 70
"Arkansas" "US" 35043 313
"Arkansas" "US" 3809 72
"Arkansas" "US" 2690 90
"Arkansas" "US" 23275 508
"Arkansas" "US" 4460 61
"Arkansas" "US" 15875 171
"Arkansas" "US" 4556 66
"Arkansas" "US" 11172 133
"Arkansas" "US" 3760 50
"Arkansas" "US" 10604 209
"Arkansas" "US" 3891 69
"Arkansas" "US" 6100 62
"Arkansas" "US" 18585 273
"Arkansas" "US" 6806 85
"Arkansas" "US" 1296 31
"Arkansas" "US" 5293 76
"Arkansas" "US" 2907 59
"Arkansas" "US" 4912 68
"Arkansas" "US" 3273 103
"Arkansas" "US" 5115 79
"Arkansas" "US" 19871 243
"Arkansas" "US" 3959 61
"Arkansas" "US" 3388 88
"Arkansas" "US" 9549 175
"Arkansas" "US" 13558 209
"Arkansas" "US" 1927 35
"Arkansas" "US" 1519 57
"Arkansas" "US" 2183 45
"Arkansas" "US" 1718 47
"Arkansas" "US" 5464 104
"Arkansas" "US" 2512 37
"Arkansas" "US" 4804 98
"Arkansas" "US" 2615 44
"Arkansas" "US" 8017 126
"Arkansas" "US" 4146 148
"Arkansas" "US" 18411 208
"Arkansas" "US" 1961 42
"Arkansas" "US" 103070 1173
"Arkansas" "US" 5178 87
"Arkansas" "US" 30846 330
"Arkansas" "US" 2293 43
"Arkansas" "US" 2103 48
"Arkansas" "US" 32696 520
"Arkansas" "US" 5926 75
"Arkansas" "US" 4631 105
"Arkansas" "US" 7143 96
"Arkansas" "US" 2911 67
"Arkansas" "US" 26907 0
"Arkansas" "US" 9232 175
"Arkansas" "US" 3467 62
"Arkansas" "US" 68342 618
"Arkansas" "US" 22067 289
"Arkansas" "US" 1727 31
"Arkansas" "US" 6850 105
"California" "US" 270529 1826
"California" "US" 125 0
"California" "US" 9135 86
"California" "US" 39693 399
"California" "US" 7616 119
"California" "US" 4529 21
"California" "US" 202417 1296
"California" "US" 6008 50
"California" "US" 29969 207
"California" "US" 253824 2731
"California" "US" 6565 47
"California" "US" 20098 141
"California" "US" 66395 910
"California" "US" 4555 56
"California" "US" 242803 2323
"California" "US" 55143 443
"California" "US" 11588 134
"California" "US" 9845 65
"California" "US" 2847097 31819
"California" "US" 43423 368
"California" "US" 35898 288
"California" "US" 3031 34
"California" "US" 16081 126
"California" "US" 70750 811
"California" "US" 995 8
"California" "US" 3089 6
"California" "US" 92869 727
"California" "US" 26792 144
"California" "US" 17189 123
"California" "US" 588344 6937
"California" "US" 0 0
"California" "US" 70188 619
"California" "US" 3247 13
"California" "US" 619411 6429
"California" "US" 304009 3100
"California" "US" 13437 99
"California" "US" 587246 6892
"California" "US" 805799 5210
"California" "US" 134369 844
"California" "US" 175735 2212
"California" "US" 56389 476
"California" "US" 128573 747
"California" "US" 90596 680
"California" "US" 326422 2266
"California" "US" 49711 259
"California" "US" 36767 614
"California" "US" 314 4
"California" "US" 7200 80
"California" "US" 87434 448
"California" "US" 86121 488
"California" "US" 136743 1752
"California" "US" 22685 223
"California" "US" 14665 201
"California" "US" 1469 20
"California" "US" 133711 1415
"California" "US" 13199 180
"California" "US" 5320 3
"California" "US" 182625 1476
"California" "US" 39782 312
"California" "US" 17059 121
"Colorado" "US" 132179 1256
"Colorado" "US" 4504 60
"Colorado" "US" 150963 1146
"Colorado" "US" 2891 15
"Colorado" "US" 843 8
"Colorado" "US" 2531 47
"Colorado" "US" 63726 357
"Colorado" "US" 13381 112
"Colorado" "US" 4532 44
"Colorado" "US" 321 9
"Colorado" "US" 1553 12
"Colorado" "US" 1738 54
"Colorado" "US" 692 16
"Colorado" "US" 3297 28
"Colorado" "US" 647 20
"Colorado" "US" 6104 134
"Colorado" "US" 169839 1283
"Colorado" "US" 363 8
"Colorado" "US" 77734 402
"Colorado" "US" 15968 35
"Colorado" "US" 184799 1611
"Colorado" "US" 4763 37
"Colorado" "US" 15225 178
"Colorado" "US" 14629 90
"Colorado" "US" 950 4
"Colorado" "US" 3504 26
"Colorado" "US" 3380 14
"Colorado" "US" 123 0
"Colorado" "US" 1442 31
"Colorado" "US" 164 0
"Colorado" "US" 123066 1326
"Colorado" "US" 335 6
"Colorado" "US" 1608 31
"Colorado" "US" 12767 80
"Colorado" "US" 1793 2
"Colorado" "US" 77505 503
"Colorado" "US" 3586 41
"Colorado" "US" 2176 9
"Colorado" "US" 7426 107
"Colorado" "US" 42429 532
"Colorado" "US" 229 1
"Colorado" "US" 3014 51
"Colorado" "US" 6175 73
"Colorado" "US" 9278 158
"Colorado" "US" 5635 135
"Colorado" "US" 4275 126
"Colorado" "US" 860 6
"Colorado" "US" 0 0
"Colorado" "US" 2826 20
"Colorado" "US" 883 18
"Colorado" "US" 6458 6
"Colorado" "US" 2628 48
"Colorado" "US" 46242 774
"Colorado" "US" 1671 13
"Colorado" "US" 2799 46
"Colorado" "US" 6430 25
"Colorado" "US" 1183 12
"Colorado" "US" 201 0
"Colorado" "US" 2271 8
"Colorado" "US" 483 9
"Colorado" "US" 9822 14
"Colorado" "US" 4816 57
"Colorado" "US" 128 0
"Colorado" "US" 1060 27
"Colorado" "US" 83227 695
"Colorado" "US" 1874 23
"Connecticut" "US" 204516 2703
"Connecticut" "US" 178144 3127
"Connecticut" "US" 31929 456
"Connecticut" "US" 28250 479
"Connecticut" "US" 196585 2812
"Connecticut" "US" 55232 657
"Connecticut" "US" 20699 272
"Connecticut" "US" 2235 1
"Connecticut" "US" 25771 301
"Delaware" "US" 50256 640
"Delaware" "US" 146801 1400
"Delaware" "US" 61507 844
"Delaware" "US" 855 0
"Diamond Princess" "US" 49 0
"District of Columbia" "US" 138939 1333
"Florida" "US" 68452 659
"Florida" "US" 8693 141
"Florida" "US" 46531 817
"Florida" "US" 7488 148
"Florida" "US" 134227 2077
"Florida" "US" 605192 5805
"Florida" "US" 4093 98
"Florida" "US" 36079 803
"Florida" "US" 29638 969
"Florida" "US" 53547 843
"Florida" "US" 85122 992
"Florida" "US" 21186 391
"Florida" "US" 9414 149
"Florida" "US" 4038 67
"Florida" "US" 254286 3380
"Florida" "US" 81569 1303
"Florida" "US" 22435 355
"Florida" "US" 3116 52
"Florida" "US" 13451 201
"Florida" "US" 4543 89
"Florida" "US" 1990 36
"Florida" "US" 4304 76
"Florida" "US" 3850 55
"Florida" "US" 8675 125
"Florida" "US" 11708 160
"Florida" "US" 42098 1085
"Florida" "US" 24175 678
"Florida" "US" 376164 3749
"Florida" "US" 5449 86
"Florida" "US" 32601 652
"Florida" "US" 14864 276
"Florida" "US" 3961 60
"Florida" "US" 2776 60
"Florida" "US" 85525 1502
"Florida" "US" 191597 2140
"Florida" "US" 85879 650
"Florida" "US" 10257 163
"Florida" "US" 2499 30
"Florida" "US" 5855 96
"Florida" "US" 96476 1419
"Florida" "US" 83496 2081
"Florida" "US" 30607 599
"Florida" "US" 1189146 10800
"Florida" "US" 18433 117
"Florida" "US" 22176 291
"Florida" "US" 51604 685
"Florida" "US" 10673 183
"Florida" "US" 378962 2801
"Florida" "US" 114458 1140
"Florida" "US" 370017 5004
"Florida" "US" 122556 1873
"Florida" "US" 211065 3315
"Florida" "US" 200495 2963
"Florida" "US" 17593 420
"Florida" "US" 48607 615
"Florida" "US" 91126 1586
"Florida" "US" 103851 1082
"Florida" "US" 62785 560
"Florida" "US" 74364 1220
"Florida" "US" 21858 570
"Florida" "US" 12961 313
"Florida" "US" 7003 102
"Florida" "US" 2963 297
"Florida" "US" 4311 115
"Florida" "US" 117477 1976
"Florida" "US" 9945 124
"Florida" "US" 17371 209
"Florida" "US" 6646 110
"Georgia" "US" 4765 124
"Georgia" "US" 2123 47
"Georgia" "US" 3399 71
"Georgia" "US" 535 14
"Georgia" "US" 9511 234
"Georgia" "US" 3898 88
"Georgia" "US" 21855 251
"Georgia" "US" 29140 442
"Georgia" "US" 4295 122
"Georgia" "US" 4931 82
"Georgia" "US" 37089 778
"Georgia" "US" 3312 96
"Georgia" "US" 4110 107
"Georgia" "US" 3411 84
"Georgia" "US" 9102 91
"Georgia" "US" 15315 262
"Georgia" "US" 5269 108
"Georgia" "US" 6463 154
"Georgia" "US" 1340 22
"Georgia" "US" 11363 118
"Georgia" "US" 2167 94
"Georgia" "US" 23683 450
"Georgia" "US" 14562 162
"Georgia" "US" 3017 62
"Georgia" "US" 63492 872
"Georgia" "US" 7453 22
"Georgia" "US" 6623 132
"Georgia" "US" 63019 620
"Georgia" "US" 29644 226
"Georgia" "US" 528 6
"Georgia" "US" 63885 957
"Georgia" "US" 2119 42
"Georgia" "US" 173937 1774
"Georgia" "US" 11089 284
"Georgia" "US" 11053 242
"Georgia" "US" 35918 380
"Georgia" "US" 4883 74
"Georgia" "US" 32914 481
"Georgia" "US" 1761 54
"Georgia" "US" 4647 136
"Georgia" "US" 3285 28
"Georgia" "US" 6862 100
"Georgia" "US" 149202 1702
"Georgia" "US" 7169 129
"Georgia" "US" 5188 148
"Georgia" "US" 2364 68
"Georgia" "US" 19469 491
"Georgia" "US" 34837 395
"Georgia" "US" 2726 61
"Georgia" "US" 933 12
"Georgia" "US" 13128 193
"Georgia" "US" 4537 108
"Georgia" "US" 5891 158
"Georgia" "US" 2371 67
"Georgia" "US" 5096 155
"Georgia" "US" 22415 316
"Georgia" "US" 27174 518
"Georgia" "US" 54652 391
"Georgia" "US" 5340 100
"Georgia" "US" 217295 2278
"Georgia" "US" 6888 174
"Georgia" "US" 606 25
"Georgia" "US" 23155 406
"Georgia" "US" 16328 263
"Georgia" "US" 5728 111
"Georgia" "US" 3918 84
"Georgia" "US" 207875 1858
"Georgia" "US" 9997 263
"Georgia" "US" 53318 836
"Georgia" "US" 1572 89
"Georgia" "US" 5398 167
"Georgia" "US" 6069 112
"Georgia" "US" 4826 94
"Georgia" "US" 2164 51
"Georgia" "US" 57780 676
"Georgia" "US" 39292 491
"Georgia" "US" 1883 49
"Georgia" "US" 21194 290
"Georgia" "US" 3126 71
"Georgia" "US" 3915 71
"Georgia" "US" 3639 109
"Georgia" "US" 1493 66
"Georgia" "US" 2248 72
"Georgia" "US" 5028 108
"Georgia" "US" 4836 112
"Georgia" "US" 2264 24
"Georgia" "US" 13710 297
"Georgia" "US" 7216 102
"Georgia" "US" 12294 144
"Georgia" "US" 1600 35
"Georgia" "US" 2774 34
"Georgia" "US" 30958 389
"Georgia" "US" 7153 131
"Georgia" "US" 2133 49
"Georgia" "US" 6928 105
"Georgia" "US" 1511 50
"Georgia" "US" 5039 94
"Georgia" "US" 2452 37
"Georgia" "US" 4451 144
"Georgia" "US" 1704 31
"Georgia" "US" 5177 116
"Georgia" "US" 5858 172
"Georgia" "US" 2063 53
"Georgia" "US" 4521 67
"Georgia" "US" 11477 187
"Georgia" "US" 38083 812
"Georgia" "US" 24582 451
"Georgia" "US" 8736 105
"Georgia" "US" 3219 55
"Georgia" "US" 79524 1428
"Georgia" "US" 37998 428
"Georgia" "US" 6160 133
"Georgia" "US" 8300 163
"Georgia" "US" 5800 133
"Georgia" "US" 5439 95
"Georgia" "US" 11837 190
"Georgia" "US" 2154 77
"Georgia" "US" 4486 105
"Georgia" "US" 426 4
"Georgia" "US" 3646 96
"Georgia" "US" 1477 48
"Georgia" "US" 50035 884
"Georgia" "US" 18481 319
"Georgia" "US" 1155 11
"Georgia" "US" 2634 67
"Georgia" "US" 2137 29
"Georgia" "US" 15818 412
"Georgia" "US" 6256 155
"Georgia" "US" 2569 32
"Georgia" "US" 6817 166
"Georgia" "US" 1164 32
"Georgia" "US" 267 3
"Georgia" "US" 5074 131
"Georgia" "US" 1976 53
"Georgia" "US" 3057 84
"Georgia" "US" 2030 64
"Georgia" "US" 11688 209
"Georgia" "US" 11518 215
"Georgia" "US" 7069 199
"Georgia" "US" 2381 110
"Georgia" "US" 1628 61
"Georgia" "US" 15404 378
"Georgia" "US" 2536 60
"Georgia" "US" 1534 69
"Georgia" "US" 10535 7
"Georgia" "US" 4852 155
"Georgia" "US" 7718 232
"Georgia" "US" 16770 238
"Georgia" "US" 21844 429
"Georgia" "US" 9955 278
"Georgia" "US" 1056 30
"Georgia" "US" 4371 137
"Georgia" "US" 7751 204
"Georgia" "US" 436 8
"Georgia" "US" 1412 39
"Georgia" "US" 6770 160
"Georgia" "US" 34014 430
"Georgia" "US" 1992 69
"Georgia" "US" 2241 51
"Georgia" "US" 2225 56
"Georgia" "US" 4610 116
"Grand Princess" "US" 103 3
"Guam" "US" 47631 352
"Hawaii" "US" 26341 184
"Hawaii" "US" 167503 1022
"Hawaii" "US" 11906 28
"Hawaii" "US" 30047 136
"Hawaii" "US" 6175 12
"Hawaii" "US" 0 0
"Idaho" "US" 133862 1016
"Idaho" "US" 699 15
"Idaho" "US" 20793 247
"Idaho" "US" 912 15
"Idaho" "US" 2395 41
"Idaho" "US" 9765 154
"Idaho" "US" 5980 30
"Idaho" "US" 1091 13
"Idaho" "US" 8865 184
"Idaho" "US" 30820 285
"Idaho" "US" 2087 61
"Idaho" "US" 475 9
"Idaho" "US" 158 2
"Idaho" "US" 61431 684
"Idaho" "US" 1483 25
"Idaho" "US" 5028 52
"Idaho" "US" 109 1
"Idaho" "US" 2303 33
"Idaho" "US" 525 9
"Idaho" "US" 7193 70
"Idaho" "US" 2330 29
"Idaho" "US" 2156 28
"Idaho" "US" 3638 79
"Idaho" "US" 3280 55
"Idaho" "US" 2971 52
"Idaho" "US" 6032 65
"Idaho" "US" 6067 65
"Idaho" "US" 41926 590
"Idaho" "US" 6699 48
"Idaho" "US" 1254 25
"Idaho" "US" 1133 29
"Idaho" "US" 1104 15
"Idaho" "US" 12653 50
"Idaho" "US" 4227 62
"Idaho" "US" 8896 147
"Idaho" "US" 800 11
"Idaho" "US" 2263 53
"Idaho" "US" 5532 86
"Idaho" "US" 1467 20
"Idaho" "US" 2733 76
"Idaho" "US" 2711 9
"Idaho" "US" 24028 292
"Idaho" "US" 0 0
"Idaho" "US" 2604 16
"Idaho" "US" 2386 57
"Illinois" "US" 22315 209
"Illinois" "US" 1283 15
"Illinois" "US" 4328 31
"Illinois" "US" 13827 117
"Illinois" "US" 2408 15
"Illinois" "US" 8346 127
"Illinois" "US" 1521 5
"Illinois" "US" 4246 48
"Illinois" "US" 4608 35
"Illinois" "US" 63243 287
"Illinois" "US" 10228 111
"Illinois" "US" 4850 52
"Illinois" "US" 4734 68
"Illinois" "US" 11966 113
"Illinois" "US" 15304 171
"Illinois" "US" 1137242 14286
"Illinois" "US" 6196 45
"Illinois" "US" 3349 37
"Illinois" "US" 4326 37
"Illinois" "US" 23415 194
"Illinois" "US" 6464 55
"Illinois" "US" 211246 1703
"Illinois" "US" 5166 59
"Illinois" "US" 1741 28
"Illinois" "US" 10654 136
"Illinois" "US" 7087 101
"Illinois" "US" 4406 65
"Illinois" "US" 12272 165
"Illinois" "US" 10059 126
"Illinois" "US" 1406 17
"Illinois" "US" 3595 45
"Illinois" "US" 12661 136
"Illinois" "US" 2176 31
"Illinois" "US" 4380 48
"Illinois" "US" 1053 20
"Illinois" "US" 1148 18
"Illinois" "US" 12663 120
"Illinois" "US" 7177 114
"Illinois" "US" 15552 119
"Illinois" "US" 2675 30
"Illinois" "US" 11097 175
"Illinois" "US" 6226 72
"Illinois" "US" 4032 36
"Illinois" "US" 4467 40
"Illinois" "US" 126514 1123
"Illinois" "US" 28852 365
"Illinois" "US" 31069 161
"Illinois" "US" 12528 215
"Illinois" "US" 28977 384
"Illinois" "US" 150318 1378
"Illinois" "US" 5484 42
"Illinois" "US" 8780 79
"Illinois" "US" 10715 136
"Illinois" "US" 9509 87
"Illinois" "US" 30484 344
"Illinois" "US" 12779 142
"Illinois" "US" 70364 789
"Illinois" "US" 11862 210
"Illinois" "US" 2766 31
"Illinois" "US" 3897 60
"Illinois" "US" 3869 68
"Illinois" "US" 7183 91
"Illinois" "US" 76059 480
"Illinois" "US" 49991 291
"Illinois" "US" 3499 20
"Illinois" "US" 4007 47
"Illinois" "US" 9489 127
"Illinois" "US" 9797 105
"Illinois" "US" 9496 125
"Illinois" "US" 4066 44
"Illinois" "US" 13992 128
"Illinois" "US" 5 0
"Illinois" "US" 46572 518
"Illinois" "US" 7464 97
"Illinois" "US" 4416 23
"Illinois" "US" 5033 67
"Illinois" "US" 955 8
"Illinois" "US" 1721 19
"Illinois" "US" 1140 9
"Illinois" "US" 10466 125
"Illinois" "US" 5159 74
"Illinois" "US" 33133 477
"Illinois" "US" 7868 93
"Illinois" "US" 54913 386
"Illinois" "US" 1955 17
"Illinois" "US" 1255 11
"Illinois" "US" 6202 76
"Illinois" "US" 63626 729
"Illinois" "US" 1511 32
"Illinois" "US" 11487 157
"Illinois" "US" 36662 464
"Illinois" "US" 94 2433
"Illinois" "US" 5371 64
"Illinois" "US" 27915 295
"Illinois" "US" 3711 28
"Illinois" "US" 4000 84
"Illinois" "US" 3428 35
"Illinois" "US" 5291 84
"Illinois" "US" 4406 49
"Illinois" "US" 15369 225
"Illinois" "US" 162527 1530
"Illinois" "US" 22573 249
"Illinois" "US" 76572 819
"Illinois" "US" 10381 111
"Indiana" "US" 7261 112
"Indiana" "US" 103767 1178
"Indiana" "US" 21318 249
"Indiana" "US" 2477 21
"Indiana" "US" 3106 69
"Indiana" "US" 15215 183
"Indiana" "US" 2586 62
"Indiana" "US" 4222 68
"Indiana" "US" 11664 163
"Indiana" "US" 31074 396
"Indiana" "US" 6825 88
"Indiana" "US" 9186 126
"Indiana" "US" 2547 40
"Indiana" "US" 7469 153
"Indiana" "US" 11353 149
"Indiana" "US" 13425 139
"Indiana" "US" 6993 145
"Indiana" "US" 24828 441
"Indiana" "US" 12859 165
"Indiana" "US" 54071 729
"Indiana" "US" 6738 146
"Indiana" "US" 18925 299
"Indiana" "US" 5421 102
"Indiana" "US" 4373 65
"Indiana" "US" 4914 102
"Indiana" "US" 11633 145
"Indiana" "US" 17300 348
"Indiana" "US" 7199 139
"Indiana" "US" 81852 659
"Indiana" "US" 20665 258
"Indiana" "US" 10809 138
"Indiana" "US" 40722 554
"Indiana" "US" 12975 230
"Indiana" "US" 25403 448
"Indiana" "US" 11492 155
"Indiana" "US" 12515 130
"Indiana" "US" 9015 148
"Indiana" "US" 4843 78
"Indiana" "US" 9339 157
"Indiana" "US" 6935 108
"Indiana" "US" 42258 613
"Indiana" "US" 10741 153
"Indiana" "US" 19738 237
"Indiana" "US" 5842 102
"Indiana" "US" 25442 368
"Indiana" "US" 106246 1818
"Indiana" "US" 11849 259
"Indiana" "US" 32665 648
"Indiana" "US" 224954 2987
"Indiana" "US" 12317 195
"Indiana" "US" 2163 25
"Indiana" "US" 9254 159
"Indiana" "US" 27711 279
"Indiana" "US" 10666 164
"Indiana" "US" 16449 286
"Indiana" "US" 2565 68
"Indiana" "US" 13067 157
"Indiana" "US" 1443 19
"Indiana" "US" 5032 96
"Indiana" "US" 5837 120
"Indiana" "US" 3589 49
"Indiana" "US" 4650 68
"Indiana" "US" 3724 49
"Indiana" "US" 37656 560
"Indiana" "US" 6534 58
"Indiana" "US" 3069 86
"Indiana" "US" 9316 129
"Indiana" "US" 5894 148
"Indiana" "US" 8287 138
"Indiana" "US" 4835 58
"Indiana" "US" 7858 106
"Indiana" "US" 13592 182
"Indiana" "US" 5217 61
"Indiana" "US" 70646 870
"Indiana" "US" 4748 97
"Indiana" "US" 9615 121
"Indiana" "US" 5270 76
"Indiana" "US" 2311 20
"Indiana" "US" 50076 394
"Indiana" "US" 3522 87
"Indiana" "US" 0 10
"Indiana" "US" 2019 21
"Indiana" "US" 57270 629
"Indiana" "US" 4073 75
"Indiana" "US" 28838 412
"Indiana" "US" 8717 156
"Indiana" "US" 2090 30
"Indiana" "US" 20263 238
"Indiana" "US" 5994 82
"Indiana" "US" 18834 334
"Indiana" "US" 6496 132
"Indiana" "US" 6864 95
"Indiana" "US" 9658 84
"Iowa" "US" 1583 50
"Iowa" "US" 818 13
"Iowa" "US" 2866 59
"Iowa" "US" 2906 68
"Iowa" "US" 1099 19
"Iowa" "US" 6015 77
"Iowa" "US" 32730 472
"Iowa" "US" 5454 54
"Iowa" "US" 5488 82
"Iowa" "US" 4578 58
"Iowa" "US" 6428 57
"Iowa" "US" 3220 53
"Iowa" "US" 2595 24
"Iowa" "US" 4928 65
"Iowa" "US" 2955 77
"Iowa" "US" 4139 35
"Iowa" "US" 11084 168
"Iowa" "US" 2962 61
"Iowa" "US" 2676 32
"Iowa" "US" 2262 37
"Iowa" "US" 4094 44
"Iowa" "US" 3467 72
"Iowa" "US" 11513 144
"Iowa" "US" 4526 53
"Iowa" "US" 23008 143
"Iowa" "US" 1596 32
"Iowa" "US" 1510 26
"Iowa" "US" 4013 68
"Iowa" "US" 9115 136
"Iowa" "US" 4127 72
"Iowa" "US" 25922 294
"Iowa" "US" 2351 51
"Iowa" "US" 4087 72
"Iowa" "US" 3552 62
"Iowa" "US" 2513 41
"Iowa" "US" 1374 25
"Iowa" "US" 1736 21
"Iowa" "US" 2554 42
"Iowa" "US" 2349 45
"Iowa" "US" 3479 72
"Iowa" "US" 2838 47
"Iowa" "US" 4119 62
"Iowa" "US" 3428 94
"Iowa" "US" 5557 73
"Iowa" "US" 2042 35
"Iowa" "US" 2610 38
"Iowa" "US" 1803 49
"Iowa" "US" 3672 50
"Iowa" "US" 4600 68
"Iowa" "US" 8639 108
"Iowa" "US" 3470 51
"Iowa" "US" 34048 150
"Iowa" "US" 5451 73
"Iowa" "US" 2055 48
"Iowa" "US" 3769 88
"Iowa" "US" 7848 141
"Iowa" "US" 52070 579
"Iowa" "US" 2476 62
"Iowa" "US" 1752 32
"Iowa" "US" 2727 50
"Iowa" "US" 3147 39
"Iowa" "US" 4892 87
"Iowa" "US" 7562 122
"Iowa" "US" 9407 110
"Iowa" "US" 3345 41
"Iowa" "US" 2469 49
"Iowa" "US" 1719 48
"Iowa" "US" 1879 49
"Iowa" "US" 2208 52
"Iowa" "US" 9595 130
"Iowa" "US" 3442 71
"Iowa" "US" 1394 22
"Iowa" "US" 3334 45
"Iowa" "US" 2036 38
"Iowa" "US" 6320 100
"Iowa" "US" 1598 27
"Iowa" "US" 124657 1089
"Iowa" "US" 24261 315
"Iowa" "US" 3601 61
"Iowa" "US" 1134 33
"Iowa" "US" 2402 32
"Iowa" "US" 41009 389
"Iowa" "US" 2712 50
"Iowa" "US" 7981 86
"Iowa" "US" 19759 89
"Iowa" "US" 3860 90
"Iowa" "US" 1318 21
"Iowa" "US" 655 0
"Iowa" "US" 2715 49
"Iowa" "US" 1382 27
"Iowa" "US" 8969 200
"Iowa" "US" 12486 134
"Iowa" "US" 5625 77
"Iowa" "US" 1264 33
"Iowa" "US" 10326 163
"Iowa" "US" 2951 46
"Iowa" "US" 3818 50
"Iowa" "US" 28782 337
"Iowa" "US" 1754 16
"Iowa" "US" 3611 63
"Kansas" "US" 3954 53
"Kansas" "US" 2115 29
"Kansas" "US" 4278 34
"Kansas" "US" 1038 8
"Kansas" "US" 6489 96
"Kansas" "US" 4379 52
"Kansas" "US" 2680 46
"Kansas" "US" 18980 184
"Kansas" "US" 676 7
"Kansas" "US" 843 17
"Kansas" "US" 6141 84
"Kansas" "US" 656 14
"Kansas" "US" 504 8
"Kansas" "US" 1969 35
"Kansas" "US" 2216 36
"Kansas" "US" 2420 42
"Kansas" "US" 439 16
"Kansas" "US" 10108 152
"Kansas" "US" 11868 128
"Kansas" "US" 616 20
"Kansas" "US" 4799 78
"Kansas" "US" 2441 34
"Kansas" "US" 25412 136
"Kansas" "US" 558 13
"Kansas" "US" 570 10
"Kansas" "US" 7135 81
"Kansas" "US" 2014 32
"Kansas" "US" 11537 112
"Kansas" "US" 10618 113
"Kansas" "US" 6929 81
"Kansas" "US" 9210 75
"Kansas" "US" 785 23
"Kansas" "US" 566 15
"Kansas" "US" 2202 36
"Kansas" "US" 1232 23
"Kansas" "US" 331 3
"Kansas" "US" 1785 23
"Kansas" "US" 462 3
"Kansas" "US" 1650 27
"Kansas" "US" 9585 123
"Kansas" "US" 961 11
"Kansas" "US" 412 10
"Kansas" "US" 3882 29
"Kansas" "US" 4757 61
"Kansas" "US" 786 13
"Kansas" "US" 145478 1199
"Kansas" "US" 1235 20
"Kansas" "US" 1961 28
"Kansas" "US" 667 7
"Kansas" "US" 6600 74
"Kansas" "US" 295 12
"Kansas" "US" 19325 183
"Kansas" "US" 621 10
"Kansas" "US" 2815 28
"Kansas" "US" 840 13
"Kansas" "US" 9961 120
"Kansas" "US" 3320 43
"Kansas" "US" 2551 42
"Kansas" "US" 7800 126
"Kansas" "US" 1221 20
"Kansas" "US" 7732 93
"Kansas" "US" 1423 22
"Kansas" "US" 9404 154
"Kansas" "US" 1504 28
"Kansas" "US" 620 11
"Kansas" "US" 3232 60
"Kansas" "US" 5143 66
