"Province_State" "Country_Region" "Confirmed" "Deaths"
"Kansas" "US" 781 18
"Kansas" "US" 2150 37
"Kansas" "US" 3901 49
"Kansas" "US" 799 17
"Kansas" "US" 1205 17
"Kansas" "US" 0 0
"Kansas" "US" 2117 24
"Kansas" "US" 1361 30
"Kansas" "US" 5737 55
"Kansas" "US" 1923 30
"Kansas" "US" 678 9
"Kansas" "US" 18568 228
"Kansas" "US" 1346 16
"Kansas" "US" 2610 23
"Kansas" "US" 13524 80
"Kansas" "US" 1368 20
"Kansas" "US" 807 18
"Kansas" "US" 1878 37
"Kansas" "US" 14111 239
"Kansas" "US" 1272 34
"Kansas" "US" 144551 1360
"Kansas" "US" 6909 59
"Kansas" "US" 48153 612
"Kansas" "US" 786 18
"Kansas" "US" 1506 20
"Kansas" "US" 643 7
"Kansas" "US" 1136 26
"Kansas" "US" 427 8
"Kansas" "US" 1463 20
"Kansas" "US" 5696 70
"Kansas" "US" 2374 28
"Kansas" "US" 753 10
"Kansas" "US" 0 105
"Kansas" "US" 1637 22
"Kansas" "US" 438 5
"Kansas" "US" 1395 22
"Kansas" "US" 493 8
"Kansas" "US" 2815 43
"Kansas" "US" 792 15
"Kansas" "US" 46813 477
"Kentucky" "US" 5901 103
"Kentucky" "US" 6582 103
"Kentucky" "US" 6576 69
"Kentucky" "US" 1349 28
"Kentucky" "US" 12986 218
"Kentucky" "US" 3139 43
"Kentucky" "US" 8854 146
"Kentucky" "US" 37267 280
"Kentucky" "US" 5959 55
"Kentucky" "US" 16273 175
"Kentucky" "US" 8404 127
"Kentucky" "US" 2173 26
"Kentucky" "US" 3773 54
"Kentucky" "US" 5029 78
"Kentucky" "US" 21432 213
"Kentucky" "US" 3859 53
"Kentucky" "US" 4125 59
"Kentucky" "US" 8119 92
"Kentucky" "US" 22967 167
"Kentucky" "US" 1036 19
"Kentucky" "US" 3497 44
"Kentucky" "US" 8619 105
"Kentucky" "US" 4210 72
"Kentucky" "US" 16391 204
"Kentucky" "US" 10450 66
"Kentucky" "US" 7863 91
"Kentucky" "US" 3659 51
"Kentucky" "US" 2287 49
"Kentucky" "US" 2230 31
"Kentucky" "US" 31046 382
"Kentucky" "US" 2553 46
"Kentucky" "US" 2421 19
"Kentucky" "US" 4109 45
"Kentucky" "US" 94706 588
"Kentucky" "US" 3852 54
"Kentucky" "US" 12519 191
"Kentucky" "US" 13722 148
"Kentucky" "US" 1207 28
"Kentucky" "US" 2210 48
"Kentucky" "US" 4799 75
"Kentucky" "US" 7068 56
"Kentucky" "US" 11335 179
"Kentucky" "US" 8108 129
"Kentucky" "US" 3739 44
"Kentucky" "US" 12027 142
"Kentucky" "US" 2485 24
"Kentucky" "US" 32535 426
"Kentucky" "US" 9209 204
"Kentucky" "US" 6304 68
"Kentucky" "US" 5409 98
"Kentucky" "US" 13852 161
"Kentucky" "US" 4764 49
"Kentucky" "US" 871 26
"Kentucky" "US" 14922 250
"Kentucky" "US" 4275 78
"Kentucky" "US" 224885 2298
"Kentucky" "US" 15134 136
"Kentucky" "US" 6049 109
"Kentucky" "US" 42035 397
"Kentucky" "US" 4214 62
"Kentucky" "US" 11495 136
"Kentucky" "US" 3720 71
"Kentucky" "US" 20079 231
"Kentucky" "US" 4550 68
"Kentucky" "US" 2940 50
"Kentucky" "US" 3724 48
"Kentucky" "US" 7100 110
"Kentucky" "US" 4515 84
"Kentucky" "US" 6393 129
"Kentucky" "US" 2466 59
"Kentucky" "US" 8343 124
"Kentucky" "US" 2862 33
"Kentucky" "US" 27683 274
"Kentucky" "US" 3915 50
"Kentucky" "US" 6398 81
"Kentucky" "US" 8392 102
"Kentucky" "US" 3302 49
"Kentucky" "US" 4815 103
"Kentucky" "US" 18538 251
"Kentucky" "US" 5715 78
"Kentucky" "US" 2614 51
"Kentucky" "US" 5797 65
"Kentucky" "US" 1643 31
"Kentucky" "US" 7347 103
"Kentucky" "US" 2867 63
"Kentucky" "US" 3616 76
"Kentucky" "US" 7576 100
"Kentucky" "US" 5067 22
"Kentucky" "US" 10151 120
"Kentucky" "US" 14431 149
"Kentucky" "US" 2052 31
"Kentucky" "US" 7305 101
"Kentucky" "US" 18285 137
"Kentucky" "US" 2363 33
"Kentucky" "US" 1574 25
"Kentucky" "US" 3478 38
"Kentucky" "US" 11028 167
"Kentucky" "US" 18938 294
"Kentucky" "US" 4757 42
"Kentucky" "US" 18078 279
"Kentucky" "US" 639 21
"Kentucky" "US" 5042 58
"Kentucky" "US" 6659 64
"Kentucky" "US" 6423 86
"Kentucky" "US" 17160 103
"Kentucky" "US" 13271 159
"Kentucky" "US" 5610 90
"Kentucky" "US" 5323 55
"Kentucky" "US" 9468 120
"Kentucky" "US" 2961 43
"Kentucky" "US" 4004 44
"Kentucky" "US" 2207 39
"Kentucky" "US" 2795 10
"Kentucky" "US" 4334 57
"Kentucky" "US" 42883 363
"Kentucky" "US" 3934 61
"Kentucky" "US" 6073 90
"Kentucky" "US" 3908 48
"Kentucky" "US" 14370 187
"Kentucky" "US" 2522 25
"Kentucky" "US" 6837 48
"Louisiana" "US" 15024 292
"Louisiana" "US" 7377 137
"Louisiana" "US" 33125 292
"Louisiana" "US" 5247 69
"Louisiana" "US" 10775 207
"Louisiana" "US" 8781 142
"Louisiana" "US" 3710 111
"Louisiana" "US" 35347 491
"Louisiana" "US" 63363 1143
"Louisiana" "US" 51780 704
"Louisiana" "US" 3315 55
"Louisiana" "US" 1145 8
"Louisiana" "US" 2560 55
"Louisiana" "US" 3102 76
"Louisiana" "US" 4805 89
"Louisiana" "US" 6942 135
"Louisiana" "US" 105522 1341
"Louisiana" "US" 2339 38
"Louisiana" "US" 6698 170
"Louisiana" "US" 7945 157
"Louisiana" "US" 6779 178
"Louisiana" "US" 5535 94
"Louisiana" "US" 18134 264
"Louisiana" "US" 8530 153
"Louisiana" "US" 4119 75
"Louisiana" "US" 108447 1334
"Louisiana" "US" 6598 157
"Louisiana" "US" 4015 58
"Louisiana" "US" 59389 499
"Louisiana" "US" 26226 366
"Louisiana" "US" 11468 144
"Louisiana" "US" 35171 463
"Louisiana" "US" 3028 59
"Louisiana" "US" 6503 134
"Louisiana" "US" 9542 166
"Louisiana" "US" 83930 1108
"Louisiana" "US" 47342 742
"Louisiana" "US" 0 0
"Louisiana" "US" 6137 45
"Louisiana" "US" 5885 92
"Louisiana" "US" 30913 575
"Louisiana" "US" 1987 52
"Louisiana" "US" 6171 95
"Louisiana" "US" 5983 110
"Louisiana" "US" 10726 111
"Louisiana" "US" 13171 144
"Louisiana" "US" 1836 23
"Louisiana" "US" 5458 76
"Louisiana" "US" 10044 184
"Louisiana" "US" 21068 415
"Louisiana" "US" 12270 186
"Louisiana" "US" 11929 262
"Louisiana" "US" 68254 848
"Louisiana" "US" 32956 596
"Louisiana" "US" 940 11
"Louisiana" "US" 29272 414
"Louisiana" "US" 934 0
"Louisiana" "US" 6396 131
"Louisiana" "US" 14433 223
"Louisiana" "US" 9465 191
"Louisiana" "US" 12225 248
"Louisiana" "US" 10473 183
"Louisiana" "US" 6883 90
"Louisiana" "US" 3347 65
"Louisiana" "US" 2712 46
"Louisiana" "US" 4154 63
"Maine" "US" 22496 283
"Maine" "US" 12834 155
"Maine" "US" 48616 355
"Maine" "US" 5697 59
"Maine" "US" 7403 84
"Maine" "US" 23113 235
"Maine" "US" 5978 33
"Maine" "US" 5203 35
"Maine" "US" 0 0
"Maine" "US" 11310 144
"Maine" "US" 27627 325
"Maine" "US" 2978 31
"Maine" "US" 5127 32
"Maine" "US" 9716 103
"Maine" "US" 12 0
"Maine" "US" 6045 57
"Maine" "US" 4384 55
"Maine" "US" 39630 283
"Maryland" "US" 17129 358
"Maryland" "US" 89657 1065
"Maryland" "US" 132192 2461
"Maryland" "US" 112330 1766
"Maryland" "US" 11141 144
"Maryland" "US" 6055 80
"Maryland" "US" 21439 398
"Maryland" "US" 15493 258
"Maryland" "US" 28023 351
"Maryland" "US" 7723 107
"Maryland" "US" 45695 518
"Maryland" "US" 5718 115
"Maryland" "US" 38294 574
"Maryland" "US" 43890 375
"Maryland" "US" 3048 66
"Maryland" "US" 168751 2031
"Maryland" "US" 170706 2137
"Maryland" "US" 7102 110
"Maryland" "US" 5207 73
"Maryland" "US" 18895 213
"Maryland" "US" 5574 86
"Maryland" "US" 0 32
"Maryland" "US" 35094 583
"Maryland" "US" 19671 326
"Maryland" "US" 8643 158
"Massachusetts" "US" 35201 576
"Massachusetts" "US" 23451 371
"Massachusetts" "US" 150311 2138
"Massachusetts" "US" 6852 16
"Massachusetts" "US" 205978 2731
"Massachusetts" "US" 10699 133
"Massachusetts" "US" 133434 1781
"Massachusetts" "US" 28019 351
"Massachusetts" "US" 329623 3960
"Massachusetts" "US" 132859 1879
"Massachusetts" "US" 115906 1671
"Massachusetts" "US" 213043 1983
"Massachusetts" "US" 137667 6
"Massachusetts" "US" 193106 2570
"Michigan" "US" 1724 71
"Michigan" "US" 1714 13
"Michigan" "US" 27041 344
"Michigan" "US" 5596 136
"Michigan" "US" 4306 64
"Michigan" "US" 3195 67
"Michigan" "US" 2039 53
"Michigan" "US" 14312 166
"Michigan" "US" 26993 577
"Michigan" "US" 3424 65
"Michigan" "US" 34682 549
"Michigan" "US" 11308 181
"Michigan" "US" 34155 575
"Michigan" "US" 11092 144
"Michigan" "US" 4891 60
"Michigan" "US" 4589 102
"Michigan" "US" 8491 104
"Michigan" "US" 6738 156
"Michigan" "US" 21228 209
"Michigan" "US" 2557 30
"Michigan" "US" 9921 157
"Michigan" "US" 7362 108
"Michigan" "US" 26768 397
"Michigan" "US" 6359 85
"Michigan" "US" 326 5
"Michigan" "US" 101180 1705
"Michigan" "US" 5559 113
"Michigan" "US" 3253 69
"Michigan" "US" 17231 230
"Michigan" "US" 10776 182
"Michigan" "US" 10331 204
"Michigan" "US" 7796 91
"Michigan" "US" 8005 145
"Michigan" "US" 63972 760
"Michigan" "US" 16514 176
"Michigan" "US" 4799 141
"Michigan" "US" 2643 87
"Michigan" "US" 15533 207
"Michigan" "US" 39336 551
"Michigan" "US" 59098 670
"Michigan" "US" 3529 60
"Michigan" "US" 166405 1517
"Michigan" "US" 513 13
"Michigan" "US" 1840 37
"Michigan" "US" 20260 418
"Michigan" "US" 3581 53
"Michigan" "US" 24462 321
"Michigan" "US" 46038 441
"Michigan" "US" 1424 12
"Michigan" "US" 2406 30
"Michigan" "US" 229482 3936
"Michigan" "US" 3692 87
"Michigan" "US" 14958 127
"Michigan" "US" 6736 91
"Michigan" "US" 8640 108
"Michigan" "US" 5621 70
"Michigan" "US" 38272 177
"Michigan" "US" 19021 223
"Michigan" "US" 2904 60
"Michigan" "US" 37967 471
"Michigan" "US" 15019 209
"Michigan" "US" 1715 47
"Michigan" "US" 39598 633
"Michigan" "US" 11468 156
"Michigan" "US" 286376 3814
"Michigan" "US" 6331 89
"Michigan" "US" 4307 106
"Michigan" "US" 983 38
"Michigan" "US" 4995 80
"Michigan" "US" 1434 55
"Michigan" "US" 5613 99
"Michigan" "US" 74720 786
"Michigan" "US" 5748 40
"Michigan" "US" 2061 58
"Michigan" "US" 4613 113
"Michigan" "US" 49181 936
"Michigan" "US" 8670 190
"Michigan" "US" 1750 16
"Michigan" "US" 17765 230
"Michigan" "US" 40547 828
"Michigan" "US" 13667 204
"Michigan" "US" 13190 275
"Michigan" "US" 16 0
"Michigan" "US" 17012 266
"Michigan" "US" 75356 506
"Michigan" "US" 399476 7895
"Michigan" "US" 7066 106
"Minnesota" "US" 2952 61
"Minnesota" "US" 98501 793
"Minnesota" "US" 8799 92
"Minnesota" "US" 12011 125
"Minnesota" "US" 14022 174
"Minnesota" "US" 1383 8
"Minnesota" "US" 17935 98
"Minnesota" "US" 6530 81
"Minnesota" "US" 8882 96
"Minnesota" "US" 26663 116
"Minnesota" "US" 7007 80
"Minnesota" "US" 3073 48
"Minnesota" "US" 14517 120
"Minnesota" "US" 19776 123
"Minnesota" "US" 2154 30
"Minnesota" "US" 554 4
"Minnesota" "US" 3223 41
"Minnesota" "US" 15938 168
"Minnesota" "US" 110117 769
"Minnesota" "US" 5682 21
"Minnesota" "US" 10892 116
"Minnesota" "US" 3776 50
"Minnesota" "US" 4785 24
"Minnesota" "US" 9093 74
"Minnesota" "US" 13121 131
"Minnesota" "US" 1468 12
"Minnesota" "US" 299324 2570
"Minnesota" "US" 4539 18
"Minnesota" "US" 4931 59
"Minnesota" "US" 10080 117
"Minnesota" "US" 11021 146
"Minnesota" "US" 2142 17
"Minnesota" "US" 3489 55
"Minnesota" "US" 13408 138
"Minnesota" "US" 1039 27
"Minnesota" "US" 2707 37
"Minnesota" "US" 1737 28
"Minnesota" "US" 2068 28
"Minnesota" "US" 764 6
"Minnesota" "US" 6476 51
"Minnesota" "US" 1213 6
"Minnesota" "US" 7042 72
"Minnesota" "US" 1759 17
"Minnesota" "US" 2087 23
"Minnesota" "US" 5589 64
"Minnesota" "US" 10575 108
"Minnesota" "US" 5927 75
"Minnesota" "US" 7223 114
"Minnesota" "US" 9089 104
"Minnesota" "US" 11851 73
"Minnesota" "US" 2027 16
"Minnesota" "US" 7992 66
"Minnesota" "US" 6947 60
"Minnesota" "US" 1491 13
"Minnesota" "US" 41172 177
"Minnesota" "US" 13549 164
"Minnesota" "US" 3552 41
"Minnesota" "US" 7011 67
"Minnesota" "US" 1988 34
"Minnesota" "US" 8849 107
"Minnesota" "US" 3031 17
"Minnesota" "US" 124284 1332
"Minnesota" "US" 936 13
"Minnesota" "US" 3900 53
"Minnesota" "US" 3735 56
"Minnesota" "US" 17910 175
"Minnesota" "US" 2330 34
"Minnesota" "US" 4467 44
"Minnesota" "US" 40178 259
"Minnesota" "US" 27242 181
"Minnesota" "US" 3514 24
"Minnesota" "US" 47039 528
"Minnesota" "US" 50782 366
"Minnesota" "US" 10374 62
"Minnesota" "US" 2628 13
"Minnesota" "US" 2286 33
"Minnesota" "US" 6761 57
"Minnesota" "US" 853 10
"Minnesota" "US" 786 240
"Minnesota" "US" 5579 16
"Minnesota" "US" 4212 55
"Minnesota" "US" 5517 39
"Minnesota" "US" 66959 479
"Minnesota" "US" 2978 23
"Minnesota" "US" 1653 22
"Minnesota" "US" 12722 72
"Minnesota" "US" 36533 304
"Minnesota" "US" 2531 29
"Mississippi" "US" 7150 142
"Mississippi" "US" 10044 160
"Mississippi" "US" 3252 69
"Mississippi" "US" 5319 113
"Mississippi" "US" 2267 49
"Mississippi" "US" 9285 179
"Mississippi" "US" 4638 70
"Mississippi" "US" 2557 53
"Mississippi" "US" 5587 96
"Mississippi" "US" 2312 33
"Mississippi" "US" 2142 46
"Mississippi" "US" 4230 108
"Mississippi" "US" 4962 98
"Mississippi" "US" 6462 126
"Mississippi" "US" 7140 120
"Mississippi" "US" 7072 113
"Mississippi" "US" 50104 553
"Mississippi" "US" 21994 313
"Mississippi" "US" 1924 38
"Mississippi" "US" 7132 87
"Mississippi" "US" 3187 59
"Mississippi" "US" 5515 131
"Mississippi" "US" 12220 152
"Mississippi" "US" 53623 663
"Mississippi" "US" 52230 788
"Mississippi" "US" 4445 104
"Mississippi" "US" 2030 45
"Mississippi" "US" 262 9
"Mississippi" "US" 7416 144
"Mississippi" "US" 36919 462
"Mississippi" "US" 4883 75
"Mississippi" "US" 1479 37
"Mississippi" "US" 2853 53
"Mississippi" "US" 21178 291
"Mississippi" "US" 2179 48
"Mississippi" "US" 15273 178
"Mississippi" "US" 17362 160
"Mississippi" "US" 18801 367
"Mississippi" "US" 3585 56
"Mississippi" "US" 6403 120
"Mississippi" "US" 26666 300
"Mississippi" "US" 7307 169
"Mississippi" "US" 8308 156
"Mississippi" "US" 17493 237
"Mississippi" "US" 24018 327
"Mississippi" "US" 6957 135
"Mississippi" "US" 9902 172
"Mississippi" "US" 10979 220
"Mississippi" "US" 2957 77
"Mississippi" "US" 10612 241
"Mississippi" "US" 6019 98
"Mississippi" "US" 2719 48
"Mississippi" "US" 11100 160
"Mississippi" "US" 10520 169
"Mississippi" "US" 15049 275
"Mississippi" "US" 3040 64
"Mississippi" "US" 9736 189
"Mississippi" "US" 10332 144
"Mississippi" "US" 8212 103
"Mississippi" "US" 1574 31
"Mississippi" "US" 36541 485
"Mississippi" "US" 6528 118
"Mississippi" "US" 952 26
"Mississippi" "US" 7000 148
"Mississippi" "US" 4111 68
"Mississippi" "US" 5398 71
"Mississippi" "US" 5768 124
"Mississippi" "US" 3192 60
"Mississippi" "US" 7346 143
"Mississippi" "US" 7344 108
"Mississippi" "US" 6155 122
"Mississippi" "US" 2539 46
"Mississippi" "US" 0 0
"Mississippi" "US" 9471 122
"Mississippi" "US" 3610 79
"Mississippi" "US" 10209 202
"Mississippi" "US" 10413 198
"Mississippi" "US" 6003 87
"Mississippi" "US" 3387 70
"Mississippi" "US" 1797 46
"Mississippi" "US" 5220 104
"Mississippi" "US" 4081 57
"Mississippi" "US" 8042 107
"Missouri" "US" 5502 62
"Missouri" "US" 4758 56
"Missouri" "US" 1390 21
"Missouri" "US" 5734 111
"Missouri" "US" 6625 127
"Missouri" "US" 2844 51
"Missouri" "US" 3746 92
"Missouri" "US" 4179 103
"Missouri" "US" 2589 38
"Missouri" "US" 43350 250
"Missouri" "US" 22740 307
"Missouri" "US" 10111 166
"Missouri" "US" 1694 38
"Missouri" "US" 12072 127
"Missouri" "US" 9280 179
"Missouri" "US" 18740 241
"Missouri" "US" 2226 44
"Missouri" "US" 1499 24
"Missouri" "US" 24967 307
"Missouri" "US" 2922 55
"Missouri" "US" 1699 36
"Missouri" "US" 20868 256
"Missouri" "US" 1590 32
"Missouri" "US" 26987 351
"Missouri" "US" 4804 117
"Missouri" "US" 20121 282
"Missouri" "US" 4141 75
"Missouri" "US" 5396 101
"Missouri" "US" 1439 41
"Missouri" "US" 3812 71
"Missouri" "US" 1716 28
"Missouri" "US" 2204 45
"Missouri" "US" 3261 81
"Missouri" "US" 2550 79
"Missouri" "US" 7456 117
"Missouri" "US" 22675 338
"Missouri" "US" 3334 95
"Missouri" "US" 2158 31
"Missouri" "US" 69975 1023
"Missouri" "US" 2485 67
"Missouri" "US" 1821 33
"Missouri" "US" 5741 83
"Missouri" "US" 1827 56
"Missouri" "US" 1055 29
"Missouri" "US" 2167 25
"Missouri" "US" 9002 210
"Missouri" "US" 2197 43
"Missouri" "US" 96894 1202
"Missouri" "US" 34597 527
"Missouri" "US" 53990 640
"Missouri" "US" 12165 140
"Missouri" "US" 112687 1290
"Missouri" "US" 977 13
"Missouri" "US" 8102 175
"Missouri" "US" 7793 128
"Missouri" "US" 7786 164
"Missouri" "US" 2745 35
"Missouri" "US" 15127 137
"Missouri" "US" 2549 64
"Missouri" "US" 3751 96
"Missouri" "US" 3634 53
"Missouri" "US" 3601 57
"Missouri" "US" 1599 37
"Missouri" "US" 7961 118
"Missouri" "US" 5353 67
"Missouri" "US" 697 13
"Missouri" "US" 6101 118
"Missouri" "US" 3457 56
"Missouri" "US" 3814 56
"Missouri" "US" 2173 42
"Missouri" "US" 2500 57
"Missouri" "US" 4025 109
"Missouri" "US" 5030 85
"Missouri" "US" 11730 203
"Missouri" "US" 6026 44
"Missouri" "US" 2022 33
"Missouri" "US" 3212 44
"Missouri" "US" 1710 55
"Missouri" "US" 3006 74
"Missouri" "US" 4989 45
"Missouri" "US" 12208 160
"Missouri" "US" 10185 240
"Missouri" "US" 4238 63
"Missouri" "US" 10378 101
"Missouri" "US" 8040 108
"Missouri" "US" 8818 114
"Missouri" "US" 995 23
"Missouri" "US" 2455 26
"Missouri" "US" 6013 102
"Missouri" "US" 5147 93
"Missouri" "US" 1158 25
"Missouri" "US" 2690 61
"Missouri" "US" 6269 102
"Missouri" "US" 735 26
"Missouri" "US" 681 18
"Missouri" "US" 11109 159
"Missouri" "US" 1607 38
"Missouri" "US" 1555 15
"Missouri" "US" 93814 918
"Missouri" "US" 2102 34
"Missouri" "US" 19070 294
"Missouri" "US" 221323 3307
"Missouri" "US" 56254 772
"Missouri" "US" 3655 39
"Missouri" "US" 6103 128
"Missouri" "US" 5784 120
"Missouri" "US" 1706 21
"Missouri" "US" 13307 223
"Missouri" "US" 4719 100
"Missouri" "US" 0 0
"Missouri" "US" 5051 109
"Missouri" "US" 8133 102
"Missouri" "US" 5983 137
"Missouri" "US" 2400 53
"Missouri" "US" 9025 146
"Missouri" "US" 401 3
"Missouri" "US" 3834 80
"Montana" "US" 2131 29
"Montana" "US" 4957 94
"Montana" "US" 2064 32
"Montana" "US" 1271 18
"Montana" "US" 2046 28
"Montana" "US" 250 5
"Montana" "US" 25134 322
"Montana" "US" 990 14
"Montana" "US" 3049 46
"Montana" "US" 386 9
"Montana" "US" 2330 56
"Montana" "US" 2554 28
"Montana" "US" 677 10
"Montana" "US" 2509 55
"Montana" "US" 29105 272
"Montana" "US" 34201 119
"Montana" "US" 225 3
"Montana" "US" 3941 69
"Montana" "US" 150 5
"Montana" "US" 532 8
"Montana" "US" 4540 71
"Montana" "US" 2590 23
"Montana" "US" 221 1
"Montana" "US" 6587 98
"Montana" "US" 17582 173
"Montana" "US" 398 4
"Montana" "US" 4728 86
"Montana" "US" 1806 20
"Montana" "US" 383 9
"Montana" "US" 409 10
"Montana" "US" 1090 17
"Montana" "US" 27309 201
"Montana" "US" 913 26
"Montana" "US" 4187 35
"Montana" "US" 35 1
"Montana" "US" 1062 28
"Montana" "US" 1163 6
"Montana" "US" 335 10
"Montana" "US" 1865 28
"Montana" "US" 263 3
"Montana" "US" 7041 141
"Montana" "US" 2635 33
"Montana" "US" 3272 72
"Montana" "US" 2631 60
"Montana" "US" 2147 47
"Montana" "US" 696 11
"Montana" "US" 8472 130
"Montana" "US" 1529 30
"Montana" "US" 774 12
"Montana" "US" 1278 22
"Montana" "US" 1246 23
"Montana" "US" 134 1
"Montana" "US" 0 0
"Montana" "US" 1704 36
"Montana" "US" 385 14
"Montana" "US" 204 8
"Montana" "US" 42863 547
"Nebraska" "US" 6501 73
"Nebraska" "US" 1075 14
"Nebraska" "US" 32 1
"Nebraska" "US" 89 2
"Nebraska" "US" 67 3
"Nebraska" "US" 1092 4
"Nebraska" "US" 2339 17
"Nebraska" "US" 405 7
"Nebraska" "US" 508 4
"Nebraska" "US" 12004 98
"Nebraska" "US" 1345 16
"Nebraska" "US" 1907 18
"Nebraska" "US" 6129 38
"Nebraska" "US" 1506 14
"Nebraska" "US" 745 6
"Nebraska" "US" 537 9
"Nebraska" "US" 2028 24
"Nebraska" "US" 1515 24
"Nebraska" "US" 2735 27
"Nebraska" "US" 1808 15
"Nebraska" "US" 2034 30
"Nebraska" "US" 6898 69
"Nebraska" "US" 1362 11
"Nebraska" "US" 5265 43
"Nebraska" "US" 323 2
"Nebraska" "US" 1184 10
"Nebraska" "US" 10125 107
"Nebraska" "US" 149567 1030
"Nebraska" "US" 349 6
"Nebraska" "US" 1128 12
"Nebraska" "US" 421 12
"Nebraska" "US" 542 2
"Nebraska" "US" 1121 7
"Nebraska" "US" 3588 44
"Nebraska" "US" 370 0
"Nebraska" "US" 397 2
"Nebraska" "US" 372 7
"Nebraska" "US" 106 5
"Nebraska" "US" 411 2
"Nebraska" "US" 16522 140
"Nebraska" "US" 2251 24
"Nebraska" "US" 378 3
"Nebraska" "US" 106 0
"Nebraska" "US" 532 8
"Nebraska" "US" 2155 20
"Nebraska" "US" 112 5
"Nebraska" "US" 1188 15
"Nebraska" "US" 1210 7
"Nebraska" "US" 869 9
"Nebraska" "US" 1183 9
"Nebraska" "US" 1540 19
"Nebraska" "US" 119 0
"Nebraska" "US" 769 4
"Nebraska" "US" 1678 12
"Nebraska" "US" 78215 289
"Nebraska" "US" 8725 107
"Nebraska" "US" 148 0
"Nebraska" "US" 87 0
"Nebraska" "US" 9681 68
"Nebraska" "US" 74 1
"Nebraska" "US" 1702 17
"Nebraska" "US" 1244 20
"Nebraska" "US" 801 12
"Nebraska" "US" 1486 20
"Nebraska" "US" 977 13
"Nebraska" "US" 3347 18
"Nebraska" "US" 413 2
"Nebraska" "US" 532 12
"Nebraska" "US" 2327 14
"Nebraska" "US" 1274 21
"Nebraska" "US" 8652 74
"Nebraska" "US" 1221 12
"Nebraska" "US" 2329 20
"Nebraska" "US" 1808 22
"Nebraska" "US" 172 2
"Nebraska" "US" 3798 12
"Nebraska" "US" 49742 247
"Nebraska" "US" 5022 30
"Nebraska" "US" 9444 83
"Nebraska" "US" 3371 41
"Nebraska" "US" 1001 22
"Nebraska" "US" 585 4
"Nebraska" "US" 65 1
"Nebraska" "US" 746 11
"Nebraska" "US" 1109 8
"Nebraska" "US" 97 1
"Nebraska" "US" 1783 23
"Nebraska" "US" 3843 781
"Nebraska" "US" 752 6
"Nebraska" "US" 4542 42
"Nebraska" "US" 1825 11
"Nebraska" "US" 713 10
"Nebraska" "US" 127 2
"Nebraska" "US" 3928 21
"Nevada" "US" 14886 216
"Nevada" "US" 6569 110
"Nevada" "US" 535929 7825
"Nevada" "US" 7257 91
"Nevada" "US" 11612 138
"Nevada" "US" 109 3
"Nevada" "US" 165 2
"Nevada" "US" 2505 54
"Nevada" "US" 1177 21
"Nevada" "US" 550 7
"Nevada" "US" 10026 170
"Nevada" "US" 1261 17
"Nevada" "US" 7459 239
"Nevada" "US" 2128 29
"Nevada" "US" 132 11
"Nevada" "US" 0 0
"Nevada" "US" 104517 1184
"Nevada" "US" 1698 19
"New Hampshire" "US" 13597 175
"New Hampshire" "US" 9375 59
"New Hampshire" "US" 14908 111
"New Hampshire" "US" 6957 113
"New Hampshire" "US" 17796 66
"New Hampshire" "US" 97706 905
"New Hampshire" "US" 32239 227
"New Hampshire" "US" 67197 531
"New Hampshire" "US" 29333 206
"New Hampshire" "US" 9278 68
"New Hampshire" "US" 6117 2
"New Jersey" "US" 68544 990
"New Jersey" "US" 225868 3432
"New Jersey" "US" 102680 1196
"New Jersey" "US" 126056 1790
"New Jersey" "US" 21932 297
"New Jersey" "US" 39500 598
"New Jersey" "US" 213770 3598
"New Jersey" "US" 69892 958
"New Jersey" "US" 172539 2722
"New Jersey" "US" 24774 274
"New Jersey" "US" 76674 1253
"New Jersey" "US" 194413 2863
"New Jersey" "US" 165068 2164
"New Jersey" "US" 119541 1529
"New Jersey" "US" 162736 2923
"New Jersey" "US" 145287 2334
"New Jersey" "US" 14340 245
"New Jersey" "US" 68261 970
"New Jersey" "US" 34049 473
"New Jersey" "US" 3326 0
"New Jersey" "US" 145542 2356
"New Jersey" "US" 23994 341
"New Mexico" "US" 146988 1801
"New Mexico" "US" 420 13
"New Mexico" "US" 21338 320
"New Mexico" "US" 7002 184
"New Mexico" "US" 2422 64
"New Mexico" "US" 12614 188
"New Mexico" "US" 572 5
"New Mexico" "US" 63010 746
"New Mexico" "US" 17010 275
"New Mexico" "US" 6657 86
"New Mexico" "US" 1105 17
"New Mexico" "US" 83 4
"New Mexico" "US" 1097 14
"New Mexico" "US" 19201 329
"New Mexico" "US" 5240 66
"New Mexico" "US" 2742 16
"New Mexico" "US" 6707 126
"New Mexico" "US" 25839 587
"New Mexico" "US" 763 17
"New Mexico" "US" 13375 183
"New Mexico" "US" 1999 51
"New Mexico" "US" 9780 132
"New Mexico" "US" 4998 92
"New Mexico" "US" 40732 744
"New Mexico" "US" 5855 55
"New Mexico" "US" 33519 419
"New Mexico" "US" 28372 269
"New Mexico" "US" 2036 70
"New Mexico" "US" 3792 86
"New Mexico" "US" 5327 89
"New Mexico" "US" 2682 53
"New Mexico" "US" 6714 0
"New Mexico" "US" 783 15
"New Mexico" "US" 18568 267
"New York" "US" 59499 510
"New York" "US" 8955 154
"New York" "US" 408711 7726
"New York" "US" 45852 514
"New York" "US" 15486 221
"New York" "US" 16590 147
"New York" "US" 23599 300
"New York" "US" 21454 230
"New York" "US" 9381 120
