"Province_State" "Country_Region" "Confirmed" "Deaths"
"Kentucky" "US" 1049 9
"Kentucky" "US" 1316 18
"Kentucky" "US" 7392 83
"Kentucky" "US" 1482 28
"Kentucky" "US" 1471 32
"Kentucky" "US" 3580 49
"Kentucky" "US" 8752 80
"Kentucky" "US" 484 9
"Kentucky" "US" 1038 21
"Kentucky" "US" 2359 35
"Kentucky" "US" 1510 39
"Kentucky" "US" 7067 107
"Kentucky" "US" 3015 32
"Kentucky" "US" 2715 46
"Kentucky" "US" 1449 31
"Kentucky" "US" 683 24
"Kentucky" "US" 693 12
"Kentucky" "US" 11006 193
"Kentucky" "US" 921 25
"Kentucky" "US" 977 2
"Kentucky" "US" 1176 12
"Kentucky" "US" 36460 315
"Kentucky" "US" 1229 25
"Kentucky" "US" 3498 72
"Kentucky" "US" 4193 56
"Kentucky" "US" 545 16
"Kentucky" "US" 736 33
"Kentucky" "US" 1552 36
"Kentucky" "US" 2512 21
"Kentucky" "US" 4351 96
"Kentucky" "US" 2243 58
"Kentucky" "US" 1232 17
"Kentucky" "US" 3697 63
"Kentucky" "US" 897 15
"Kentucky" "US" 9957 167
"Kentucky" "US" 2933 88
"Kentucky" "US" 1827 25
"Kentucky" "US" 2016 52
"Kentucky" "US" 4969 79
"Kentucky" "US" 1383 19
"Kentucky" "US" 402 15
"Kentucky" "US" 4663 148
"Kentucky" "US" 1328 32
"Kentucky" "US" 82929 1330
"Kentucky" "US" 4787 72
"Kentucky" "US" 2107 36
"Kentucky" "US" 16863 204
"Kentucky" "US" 1155 24
"Kentucky" "US" 3875 46
"Kentucky" "US" 1355 26
"Kentucky" "US" 7557 81
"Kentucky" "US" 1483 28
"Kentucky" "US" 1291 26
"Kentucky" "US" 948 8
"Kentucky" "US" 1962 46
"Kentucky" "US" 1354 40
"Kentucky" "US" 2401 59
"Kentucky" "US" 887 24
"Kentucky" "US" 2913 73
"Kentucky" "US" 1552 20
"Kentucky" "US" 9548 112
"Kentucky" "US" 1042 18
"Kentucky" "US" 2386 38
"Kentucky" "US" 2884 59
"Kentucky" "US" 1054 20
"Kentucky" "US" 1754 40
"Kentucky" "US" 6926 132
"Kentucky" "US" 2028 34
"Kentucky" "US" 901 28
"Kentucky" "US" 2079 26
"Kentucky" "US" 490 17
"Kentucky" "US" 2637 54
"Kentucky" "US" 1067 30
"Kentucky" "US" 1342 44
"Kentucky" "US" 2851 30
"Kentucky" "US" 2319 4
"Kentucky" "US" 3071 67
"Kentucky" "US" 5009 61
"Kentucky" "US" 592 8
"Kentucky" "US" 2500 55
"Kentucky" "US" 7689 84
"Kentucky" "US" 733 13
"Kentucky" "US" 508 16
"Kentucky" "US" 1043 4
"Kentucky" "US" 2766 66
"Kentucky" "US" 5729 106
"Kentucky" "US" 1346 13
"Kentucky" "US" 6648 110
"Kentucky" "US" 236 14
"Kentucky" "US" 1635 24
"Kentucky" "US" 2321 20
"Kentucky" "US" 1887 45
"Kentucky" "US" 5489 36
"Kentucky" "US" 4816 78
"Kentucky" "US" 2143 42
"Kentucky" "US" 1651 25
"Kentucky" "US" 3228 53
"Kentucky" "US" 1186 28
"Kentucky" "US" 1336 15
"Kentucky" "US" 702 7
"Kentucky" "US" 9 0
"Kentucky" "US" 1443 16
"Kentucky" "US" 16276 181
"Kentucky" "US" 1458 41
"Kentucky" "US" 2206 48
"Kentucky" "US" 1400 21
"Kentucky" "US" 4034 61
"Kentucky" "US" 540 6
"Kentucky" "US" 2165 21
"Louisiana" "US" 6759 196
"Louisiana" "US" 3264 92
"Louisiana" "US" 12809 167
"Louisiana" "US" 2316 36
"Louisiana" "US" 4334 123
"Louisiana" "US" 3306 79
"Louisiana" "US" 1705 83
"Louisiana" "US" 14388 310
"Louisiana" "US" 27127 760
"Louisiana" "US" 23122 450
"Louisiana" "US" 1132 29
"Louisiana" "US" 626 7
"Louisiana" "US" 1176 38
"Louisiana" "US" 1473 55
"Louisiana" "US" 1914 62
"Louisiana" "US" 2893 78
"Louisiana" "US" 40823 833
"Louisiana" "US" 1136 27
"Louisiana" "US" 3236 114
"Louisiana" "US" 3683 97
"Louisiana" "US" 2534 107
"Louisiana" "US" 2259 58
"Louisiana" "US" 7369 160
"Louisiana" "US" 3922 100
"Louisiana" "US" 2060 52
"Louisiana" "US" 47380 906
"Louisiana" "US" 3236 97
"Louisiana" "US" 1688 37
"Louisiana" "US" 24392 292
"Louisiana" "US" 10054 206
"Louisiana" "US" 4656 93
"Louisiana" "US" 14200 209
"Louisiana" "US" 1573 40
"Louisiana" "US" 2871 78
"Louisiana" "US" 4159 93
"Louisiana" "US" 30937 800
"Louisiana" "US" 18987 459
"Louisiana" "US" 0 0
"Louisiana" "US" 2563 27
"Louisiana" "US" 2706 75
"Louisiana" "US" 12678 325
"Louisiana" "US" 900 38
"Louisiana" "US" 2503 57
"Louisiana" "US" 2989 64
"Louisiana" "US" 4122 54
"Louisiana" "US" 5605 98
"Louisiana" "US" 978 12
"Louisiana" "US" 2027 50
"Louisiana" "US" 3857 141
"Louisiana" "US" 9155 261
"Louisiana" "US" 5510 118
"Louisiana" "US" 4993 142
"Louisiana" "US" 26262 528
"Louisiana" "US" 13104 305
"Louisiana" "US" 370 8
"Louisiana" "US" 10886 225
"Louisiana" "US" 391 0
"Louisiana" "US" 2444 81
"Louisiana" "US" 5750 125
"Louisiana" "US" 3193 105
"Louisiana" "US" 4449 134
"Louisiana" "US" 4250 113
"Louisiana" "US" 2976 62
"Louisiana" "US" 1190 41
"Louisiana" "US" 1206 34
"Louisiana" "US" 1583 47
"Maine" "US" 8384 85
"Maine" "US" 1896 48
"Maine" "US" 17228 200
"Maine" "US" 1377 15
"Maine" "US" 1374 38
"Maine" "US" 6594 74
"Maine" "US" 1145 6
"Maine" "US" 1078 3
"Maine" "US" 0 0
"Maine" "US" 3638 67
"Maine" "US" 6321 95
"Maine" "US" 585 6
"Maine" "US" 1473 11
"Maine" "US" 2280 33
"Maine" "US" 2 0
"Maine" "US" 1049 21
"Maine" "US" 939 18
"Maine" "US" 13483 134
"Maryland" "US" 7044 212
"Maryland" "US" 43930 660
"Maryland" "US" 65884 1672
"Maryland" "US" 53091 1244
"Maryland" "US" 4237 85
"Maryland" "US" 2350 30
"Maryland" "US" 9522 253
"Maryland" "US" 6325 152
"Maryland" "US" 10953 215
"Maryland" "US" 2847 65
"Maryland" "US" 19823 342
"Maryland" "US" 2044 65
"Maryland" "US" 16631 298
"Maryland" "US" 19302 254
"Maryland" "US" 1353 51
"Maryland" "US" 71110 1621
"Maryland" "US" 85420 1591
"Maryland" "US" 3005 51
"Maryland" "US" 2620 40
"Maryland" "US" 6050 132
"Maryland" "US" 2181 44
"Maryland" "US" 0 22
"Maryland" "US" 14650 329
"Maryland" "US" 7719 173
"Maryland" "US" 3688 106
"Massachusetts" "US" 13932 469
"Massachusetts" "US" 6546 288
"Massachusetts" "US" 66876 1744
"Massachusetts" "US" 2933 5
"Massachusetts" "US" 97894 2401
"Massachusetts" "US" 2581 113
"Massachusetts" "US" 52405 1536
"Massachusetts" "US" 9158 300
"Massachusetts" "US" 135286 3774
"Massachusetts" "US" 54984 1800
"Massachusetts" "US" 49268 1444
"Massachusetts" "US" 93060 1847
"Massachusetts" "US" 47158 7
"Massachusetts" "US" 77362 2246
"Michigan" "US" 739 33
"Michigan" "US" 517 7
"Michigan" "US" 11173 159
"Michigan" "US" 2269 62
"Michigan" "US" 1633 29
"Michigan" "US" 1208 29
"Michigan" "US" 819 38
"Michigan" "US" 5953 69
"Michigan" "US" 11253 353
"Michigan" "US" 1280 36
"Michigan" "US" 15486 290
"Michigan" "US" 4886 96
"Michigan" "US" 14531 314
"Michigan" "US" 5490 77
"Michigan" "US" 1676 22
"Michigan" "US" 1930 46
"Michigan" "US" 2501 34
"Michigan" "US" 2471 83
"Michigan" "US" 7637 91
"Michigan" "US" 994 14
"Michigan" "US" 4056 95
"Michigan" "US" 2754 74
"Michigan" "US" 10145 211
"Michigan" "US" 2379 43
"Michigan" "US" 316 5
"Michigan" "US" 41725 966
"Michigan" "US" 2305 59
"Michigan" "US" 1405 52
"Michigan" "US" 6475 99
"Michigan" "US" 4076 121
"Michigan" "US" 4410 93
"Michigan" "US" 3138 43
"Michigan" "US" 4090 82
"Michigan" "US" 24872 388
"Michigan" "US" 6307 80
"Michigan" "US" 2006 74
"Michigan" "US" 1053 53
"Michigan" "US" 6335 99
"Michigan" "US" 15820 291
"Michigan" "US" 23146 401
"Michigan" "US" 1138 25
"Michigan" "US" 73285 857
"Michigan" "US" 174 2
"Michigan" "US" 635 16
"Michigan" "US" 9230 205
"Michigan" "US" 1243 19
"Michigan" "US" 9371 168
"Michigan" "US" 16730 195
"Michigan" "US" 481 5
"Michigan" "US" 713 3
"Michigan" "US" 100122 2483
"Michigan" "US" 1204 22
"Michigan" "US" 5075 63
"Michigan" "US" 2136 37
"Michigan" "US" 3210 36
"Michigan" "US" 2126 43
"Michigan" "US" 26923 153
"Michigan" "US" 7563 93
"Michigan" "US" 1511 27
"Michigan" "US" 15411 263
"Michigan" "US" 6080 113
"Michigan" "US" 616 20
"Michigan" "US" 16251 370
"Michigan" "US" 4888 69
"Michigan" "US" 118585 2432
"Michigan" "US" 2766 60
"Michigan" "US" 1742 44
"Michigan" "US" 482 21
"Michigan" "US" 1960 31
"Michigan" "US" 691 31
"Michigan" "US" 2339 41
"Michigan" "US" 32879 435
"Michigan" "US" 1761 15
"Michigan" "US" 1056 34
"Michigan" "US" 1898 54
"Michigan" "US" 21364 621
"Michigan" "US" 4257 125
"Michigan" "US" 439 5
"Michigan" "US" 6430 107
"Michigan" "US" 18468 448
"Michigan" "US" 6260 100
"Michigan" "US" 5665 173
"Michigan" "US" 20 0
"Michigan" "US" 7138 130
"Michigan" "US" 26481 300
"Michigan" "US" 165554 5146
"Michigan" "US" 2897 47
"Minnesota" "US" 1389 37
"Minnesota" "US" 42782 458
"Minnesota" "US" 3867 55
"Minnesota" "US" 4078 62
"Minnesota" "US" 5829 98
"Minnesota" "US" 604 4
"Minnesota" "US" 7626 44
"Minnesota" "US" 3079 40
"Minnesota" "US" 3530 56
"Minnesota" "US" 10675 48
"Minnesota" "US" 2862 32
"Minnesota" "US" 1540 38
"Minnesota" "US" 6200 52
"Minnesota" "US" 8264 92
"Minnesota" "US" 890 16
"Minnesota" "US" 172 0
"Minnesota" "US" 1671 24
"Minnesota" "US" 6817 95
"Minnesota" "US" 46848 471
"Minnesota" "US" 1879 3
"Minnesota" "US" 4756 81
"Minnesota" "US" 1548 19
"Minnesota" "US" 1576 10
"Minnesota" "US" 3471 33
"Minnesota" "US" 4839 74
"Minnesota" "US" 594 8
"Minnesota" "US" 124994 1780
"Minnesota" "US" 1746 16
"Minnesota" "US" 1966 41
"Minnesota" "US" 4401 64
"Minnesota" "US" 4599 63
"Minnesota" "US" 1228 12
"Minnesota" "US" 1468 28
"Minnesota" "US" 6681 85
"Minnesota" "US" 490 22
"Minnesota" "US" 954 18
"Minnesota" "US" 756 22
"Minnesota" "US" 832 20
"Minnesota" "US" 345 3
"Minnesota" "US" 2973 26
"Minnesota" "US" 585 3
"Minnesota" "US" 3638 53
"Minnesota" "US" 566 9
"Minnesota" "US" 888 17
"Minnesota" "US" 2353 33
"Minnesota" "US" 4308 61
"Minnesota" "US" 2634 43
"Minnesota" "US" 3118 54
"Minnesota" "US" 4248 62
"Minnesota" "US" 4705 33
"Minnesota" "US" 1071 10
"Minnesota" "US" 3313 45
"Minnesota" "US" 4075 50
"Minnesota" "US" 547 9
"Minnesota" "US" 13401 102
"Minnesota" "US" 5862 84
"Minnesota" "US" 1538 20
"Minnesota" "US" 3349 23
"Minnesota" "US" 1167 26
"Minnesota" "US" 3890 72
"Minnesota" "US" 1130 6
"Minnesota" "US" 52516 897
"Minnesota" "US" 401 7
"Minnesota" "US" 1765 39
"Minnesota" "US" 1828 46
"Minnesota" "US" 8203 110
"Minnesota" "US" 1287 19
"Minnesota" "US" 2112 21
"Minnesota" "US" 17552 137
"Minnesota" "US" 12024 95
"Minnesota" "US" 1468 10
"Minnesota" "US" 18142 313
"Minnesota" "US" 22559 225
"Minnesota" "US" 3978 16
"Minnesota" "US" 924 11
"Minnesota" "US" 1069 18
"Minnesota" "US" 2856 33
"Minnesota" "US" 377 5
"Minnesota" "US" 482 93
"Minnesota" "US" 2079 3
"Minnesota" "US" 1634 23
"Minnesota" "US" 2380 23
"Minnesota" "US" 27433 291
"Minnesota" "US" 1357 9
"Minnesota" "US" 832 13
"Minnesota" "US" 4613 51
"Minnesota" "US" 16382 149
"Minnesota" "US" 1150 20
"Mississippi" "US" 3083 86
"Mississippi" "US" 3274 73
"Mississippi" "US" 1263 42
"Mississippi" "US" 2151 73
"Mississippi" "US" 1023 25
"Mississippi" "US" 4841 133
"Mississippi" "US" 1742 32
"Mississippi" "US" 1223 30
"Mississippi" "US" 2105 59
"Mississippi" "US" 791 18
"Mississippi" "US" 1031 30
"Mississippi" "US" 1789 80
"Mississippi" "US" 1879 54
"Mississippi" "US" 2989 84
"Mississippi" "US" 2999 66
"Mississippi" "US" 2672 83
"Mississippi" "US" 22291 269
"Mississippi" "US" 7834 153
"Mississippi" "US" 850 23
"Mississippi" "US" 2522 51
"Mississippi" "US" 1318 34
"Mississippi" "US" 2640 87
"Mississippi" "US" 3870 87
"Mississippi" "US" 18444 317
"Mississippi" "US" 20741 421
"Mississippi" "US" 1903 74
"Mississippi" "US" 975 33
"Mississippi" "US" 169 6
"Mississippi" "US" 3051 78
"Mississippi" "US" 13731 249
"Mississippi" "US" 2221 48
"Mississippi" "US" 663 28
"Mississippi" "US" 1083 34
"Mississippi" "US" 8473 167
"Mississippi" "US" 967 29
"Mississippi" "US" 6314 121
"Mississippi" "US" 6360 88
"Mississippi" "US" 7263 242
"Mississippi" "US" 1312 24
"Mississippi" "US" 2722 74
"Mississippi" "US" 10060 176
"Mississippi" "US" 3516 125
"Mississippi" "US" 4009 113
"Mississippi" "US" 6523 150
"Mississippi" "US" 10270 224
"Mississippi" "US" 2712 80
"Mississippi" "US" 4574 105
"Mississippi" "US" 4161 136
"Mississippi" "US" 1286 43
"Mississippi" "US" 4064 180
"Mississippi" "US" 2489 63
"Mississippi" "US" 1280 34
"Mississippi" "US" 4663 98
"Mississippi" "US" 4671 110
"Mississippi" "US" 4606 147
"Mississippi" "US" 1275 38
"Mississippi" "US" 3372 111
"Mississippi" "US" 4259 73
"Mississippi" "US" 2842 61
"Mississippi" "US" 823 16
"Mississippi" "US" 13917 282
"Mississippi" "US" 3203 74
"Mississippi" "US" 509 17
"Mississippi" "US" 2985 89
"Mississippi" "US" 1641 34
"Mississippi" "US" 1887 33
"Mississippi" "US" 3394 91
"Mississippi" "US" 1800 41
"Mississippi" "US" 3425 86
"Mississippi" "US" 2922 68
"Mississippi" "US" 2322 68
"Mississippi" "US" 1081 27
"Mississippi" "US" 0 0
"Mississippi" "US" 4158 77
"Mississippi" "US" 1354 47
"Mississippi" "US" 4440 121
"Mississippi" "US" 5426 137
"Mississippi" "US" 2648 42
"Mississippi" "US" 1150 32
"Mississippi" "US" 696 32
"Mississippi" "US" 2301 81
"Mississippi" "US" 1678 40
"Mississippi" "US" 3143 71
"Missouri" "US" 2431 19
"Missouri" "US" 1922 20
"Missouri" "US" 458 6
"Missouri" "US" 2791 58
"Missouri" "US" 3001 47
"Missouri" "US" 1213 16
"Missouri" "US" 1347 30
"Missouri" "US" 1719 34
"Missouri" "US" 1161 14
"Missouri" "US" 18279 99
"Missouri" "US" 9564 147
"Missouri" "US" 4264 50
"Missouri" "US" 871 15
"Missouri" "US" 5096 51
"Missouri" "US" 4313 89
"Missouri" "US" 8998 139
"Missouri" "US" 1062 24
"Missouri" "US" 545 11
"Missouri" "US" 9432 116
"Missouri" "US" 1153 21
"Missouri" "US" 749 8
"Missouri" "US" 8942 93
"Missouri" "US" 714 8
"Missouri" "US" 10362 170
"Missouri" "US" 2001 65
"Missouri" "US" 9273 130
"Missouri" "US" 1938 27
"Missouri" "US" 2644 39
"Missouri" "US" 612 17
"Missouri" "US" 1410 28
"Missouri" "US" 747 11
"Missouri" "US" 1141 32
"Missouri" "US" 1041 19
"Missouri" "US" 983 29
"Missouri" "US" 3017 50
"Missouri" "US" 10826 186
"Missouri" "US" 1580 46
"Missouri" "US" 846 20
"Missouri" "US" 30239 475
"Missouri" "US" 1102 35
"Missouri" "US" 896 14
"Missouri" "US" 2074 40
"Missouri" "US" 678 15
"Missouri" "US" 451 14
"Missouri" "US" 1064 7
"Missouri" "US" 3589 45
"Missouri" "US" 921 7
"Missouri" "US" 39362 476
"Missouri" "US" 16246 239
"Missouri" "US" 23677 253
"Missouri" "US" 4851 57
"Missouri" "US" 45170 592
"Missouri" "US" 379 3
"Missouri" "US" 3554 71
"Missouri" "US" 3179 57
"Missouri" "US" 3574 87
"Missouri" "US" 1063 19
"Missouri" "US" 6243 50
"Missouri" "US" 1570 14
"Missouri" "US" 2113 45
"Missouri" "US" 1627 17
"Missouri" "US" 1685 16
"Missouri" "US" 645 8
"Missouri" "US" 3656 53
"Missouri" "US" 2566 30
"Missouri" "US" 312 2
"Missouri" "US" 2656 57
"Missouri" "US" 1501 28
"Missouri" "US" 1819 32
"Missouri" "US" 1013 12
"Missouri" "US" 1062 12
"Missouri" "US" 1761 44
"Missouri" "US" 2145 47
"Missouri" "US" 5636 80
"Missouri" "US" 2729 25
"Missouri" "US" 821 5
"Missouri" "US" 1648 16
"Missouri" "US" 667 21
"Missouri" "US" 1613 39
"Missouri" "US" 2271 30
"Missouri" "US" 5201 77
"Missouri" "US" 3960 131
"Missouri" "US" 1809 26
"Missouri" "US" 4245 48
"Missouri" "US" 3618 37
"Missouri" "US" 3579 55
"Missouri" "US" 484 4
"Missouri" "US" 1068 13
"Missouri" "US" 2696 30
"Missouri" "US" 2027 27
"Missouri" "US" 392 3
"Missouri" "US" 1100 17
"Missouri" "US" 2862 38
"Missouri" "US" 343 7
"Missouri" "US" 306 4
"Missouri" "US" 4747 87
"Missouri" "US" 595 12
"Missouri" "US" 675 7
"Missouri" "US" 43397 467
"Missouri" "US" 804 8
"Missouri" "US" 8962 116
"Missouri" "US" 101049 2264
"Missouri" "US" 25274 530
"Missouri" "US" 1839 17
"Missouri" "US" 2523 41
"Missouri" "US" 2597 47
"Missouri" "US" 862 14
"Missouri" "US" 5796 97
"Missouri" "US" 1984 23
"Missouri" "US" 0 0
"Missouri" "US" 1981 46
"Missouri" "US" 3232 26
"Missouri" "US" 2789 52
"Missouri" "US" 1041 14
"Missouri" "US" 3931 55
"Missouri" "US" 182 2
"Missouri" "US" 1704 34
"Montana" "US" 923 11
"Montana" "US" 2584 76
"Montana" "US" 810 24
"Montana" "US" 521 5
"Montana" "US" 903 17
"Montana" "US" 151 5
"Montana" "US" 9431 187
"Montana" "US" 516 7
"Montana" "US" 1206 18
"Montana" "US" 197 8
"Montana" "US" 1102 29
"Montana" "US" 1124 16
"Montana" "US" 288 2
"Montana" "US" 1126 31
"Montana" "US" 12379 101
"Montana" "US" 14900 63
"Montana" "US" 80 2
"Montana" "US" 1546 42
"Montana" "US" 57 2
"Montana" "US" 204 2
"Montana" "US" 2027 46
"Montana" "US" 1112 8
"Montana" "US" 92 1
"Montana" "US" 2130 36
"Montana" "US" 7034 89
"Montana" "US" 120 1
"Montana" "US" 1640 18
"Montana" "US" 794 8
"Montana" "US" 183 1
"Montana" "US" 152 7
"Montana" "US" 290 1
"Montana" "US" 9333 95
"Montana" "US" 368 14
"Montana" "US" 1454 20
"Montana" "US" 12 1
"Montana" "US" 524 16
"Montana" "US" 507 4
"Montana" "US" 127 6
"Montana" "US" 935 11
"Montana" "US" 141 2
"Montana" "US" 3243 47
"Montana" "US" 1245 18
"Montana" "US" 1669 55
"Montana" "US" 1232 50
"Montana" "US" 673 15
"Montana" "US" 424 5
"Montana" "US" 4147 86
"Montana" "US" 748 14
"Montana" "US" 403 7
"Montana" "US" 506 6
"Montana" "US" 725 11
"Montana" "US" 55 1
"Montana" "US" 0 0
"Montana" "US" 902 18
"Montana" "US" 181 8
"Montana" "US" 121 6
"Montana" "US" 17928 272
"Nebraska" "US" 2993 46
"Nebraska" "US" 536 7
"Nebraska" "US" 22 1
"Nebraska" "US" 36 0
"Nebraska" "US" 21 0
"Nebraska" "US" 584 4
"Nebraska" "US" 944 8
"Nebraska" "US" 176 3
"Nebraska" "US" 220 2
"Nebraska" "US" 5521 57
"Nebraska" "US" 671 12
"Nebraska" "US" 850 11
"Nebraska" "US" 2676 16
"Nebraska" "US" 776 11
"Nebraska" "US" 463 5
"Nebraska" "US" 301 7
"Nebraska" "US" 938 16
"Nebraska" "US" 706 11
"Nebraska" "US" 1593 21
"Nebraska" "US" 1056 15
"Nebraska" "US" 852 19
"Nebraska" "US" 3939 65
"Nebraska" "US" 749 12
"Nebraska" "US" 2888 31
"Nebraska" "US" 107 1
"Nebraska" "US" 611 9
"Nebraska" "US" 4964 62
"Nebraska" "US" 71755 718
"Nebraska" "US" 185 4
"Nebraska" "US" 507 8
"Nebraska" "US" 242 4
"Nebraska" "US" 193 1
"Nebraska" "US" 508 5
"Nebraska" "US" 2188 19
"Nebraska" "US" 113 1
"Nebraska" "US" 153 1
"Nebraska" "US" 187 5
"Nebraska" "US" 41 4
"Nebraska" "US" 214 1
"Nebraska" "US" 7863 117
"Nebraska" "US" 967 17
"Nebraska" "US" 219 0
"Nebraska" "US" 61 0
"Nebraska" "US" 255 5
"Nebraska" "US" 865 16
"Nebraska" "US" 54 2
"Nebraska" "US" 559 10
"Nebraska" "US" 669 1
"Nebraska" "US" 641 9
"Nebraska" "US" 690 5
"Nebraska" "US" 723 10
"Nebraska" "US" 54 0
"Nebraska" "US" 423 1
"Nebraska" "US" 888 12
"Nebraska" "US" 31468 170
"Nebraska" "US" 3874 60
"Nebraska" "US" 82 0
"Nebraska" "US" 42 0
"Nebraska" "US" 4303 44
"Nebraska" "US" 29 1
"Nebraska" "US" 787 15
"Nebraska" "US" 513 7
"Nebraska" "US" 414 10
"Nebraska" "US" 696 15
"Nebraska" "US" 434 11
"Nebraska" "US" 1473 10
"Nebraska" "US" 234 1
"Nebraska" "US" 294 11
"Nebraska" "US" 1001 10
"Nebraska" "US" 642 20
"Nebraska" "US" 4152 50
"Nebraska" "US" 585 9
"Nebraska" "US" 1214 15
"Nebraska" "US" 738 19
"Nebraska" "US" 102 2
"Nebraska" "US" 2044 2
"Nebraska" "US" 22854 131
"Nebraska" "US" 2534 16
"Nebraska" "US" 4193 48
"Nebraska" "US" 1761 32
"Nebraska" "US" 530 10
"Nebraska" "US" 212 4
"Nebraska" "US" 39 0
"Nebraska" "US" 372 11
"Nebraska" "US" 495 4
"Nebraska" "US" 53 1
"Nebraska" "US" 848 11
"Nebraska" "US" 2830 29
"Nebraska" "US" 327 2
"Nebraska" "US" 2198 25
"Nebraska" "US" 1090 7
"Nebraska" "US" 391 7
"Nebraska" "US" 39 0
"Nebraska" "US" 1768 11
"Nevada" "US" 6595 124
"Nevada" "US" 2106 49
"Nevada" "US" 256067 4464
"Nevada" "US" 2993 37
"Nevada" "US" 5117 56
"Nevada" "US" 38 0
"Nevada" "US" 55 0
"Nevada" "US" 1209 14
"Nevada" "US" 471 9
"Nevada" "US" 376 3
"Nevada" "US" 3301 65
"Nevada" "US" 309 7
"Nevada" "US" 3002 108
"Nevada" "US" 970 20
"Nevada" "US" 115 3
"Nevada" "US" 0 0
"Nevada" "US" 46166 681
"Nevada" "US" 625 6
"New Hampshire" "US" 4161 100
"New Hampshire" "US" 2483 13
"New Hampshire" "US" 3892 35
"New Hampshire" "US" 2057 42
"New Hampshire" "US" 4071 26
"New Hampshire" "US" 36365 647
"New Hampshire" "US" 9673 116
"New Hampshire" "US" 24350 265
"New Hampshire" "US" 10068 97
"New Hampshire" "US" 1870 25
"New Hampshire" "US" 339 1
"New Jersey" "US" 31623 689
"New Jersey" "US" 104720 2879
"New Jersey" "US" 44322 869
"New Jersey" "US" 55832 1326
"New Jersey" "US" 9247 208
"New Jersey" "US" 17192 441
"New Jersey" "US" 94418 3013
"New Jersey" "US" 30651 643
"New Jersey" "US" 88311 2297
"New Jersey" "US" 9854 176
"New Jersey" "US" 34144 958
"New Jersey" "US" 92567 2366
"New Jersey" "US" 75814 1629
"New Jersey" "US" 50296 1239
"New Jersey" "US" 76229 2165
"New Jersey" "US" 73274 1931
"New Jersey" "US" 6084 186
"New Jersey" "US" 30165 846
"New Jersey" "US" 14082 306
"New Jersey" "US" 813 0
"New Jersey" "US" 71658 1973
"New Jersey" "US" 10012 237
"New Mexico" "US" 58947 961
"New Mexico" "US" 95 5
"New Mexico" "US" 9064 170
"New Mexico" "US" 2900 125
"New Mexico" "US" 799 45
"New Mexico" "US" 5321 85
"New Mexico" "US" 178 2
"New Mexico" "US" 25067 490
"New Mexico" "US" 6935 140
"New Mexico" "US" 1748 41
"New Mexico" "US" 461 11
"New Mexico" "US" 13 1
"New Mexico" "US" 366 9
"New Mexico" "US" 8443 197
"New Mexico" "US" 1763 19
"New Mexico" "US" 537 7
"New Mexico" "US" 3376 92
"New Mexico" "US" 12370 478
"New Mexico" "US" 173 7
"New Mexico" "US" 4055 79
"New Mexico" "US" 537 11
"New Mexico" "US" 3752 79
"New Mexico" "US" 2028 59
"New Mexico" "US" 15668 495
"New Mexico" "US" 1397 17
"New Mexico" "US" 12223 241
"New Mexico" "US" 10574 150
"New Mexico" "US" 781 52
"New Mexico" "US" 1325 61
"New Mexico" "US" 1707 53
"New Mexico" "US" 881 15
"New Mexico" "US" 4339 0
"New Mexico" "US" 259 10
"New Mexico" "US" 6879 119
"New York" "US" 24718 357
"New York" "US" 3559 87
"New York" "US" 183752 6584
"New York" "US" 18637 366
"New York" "US" 5723 91
"New York" "US" 6338 92
"New York" "US" 8959 145
"New York" "US" 7776 136
"New York" "US" 3504 76
"New York" "US" 4839 33
"New York" "US" 4068 104
"New York" "US" 3929 63
"New York" "US" 2386 38
"New York" "US" 29488 445
"New York" "US" 89614 1809
"New York" "US" 1593 26
"New York" "US" 2563 12
"New York" "US" 4424 92
"New York" "US" 5438 124
"New York" "US" 3405 79
"New York" "US" 313 2
"New York" "US" 5196 109
"New York" "US" 6156 68
"New York" "US" 280905 10462
"New York" "US" 2811 36
"New York" "US" 4524 60
"New York" "US" 4565 89
"New York" "US" 69069 1113
"New York" "US" 4254 127
"New York" "US" 183787 3178
"New York" "US" 138450 4508
"New York" "US" 20048 374
"New York" "US" 22641 516
"New York" "US" 38980 678
"New York" "US" 7408 93
"New York" "US" 48354 843
"New York" "US" 3121 83
"New York" "US" 7627 92
"New York" "US" 3464 47
"New York" "US" 0 250
"New York" "US" 10622 93
"New York" "US" 277588 9966
"New York" "US" 11239 143
"New York" "US" 75112 1842
"New York" "US" 46969 963
"New York" "US" 15393 168
"New York" "US" 13209 205
"New York" "US" 1694 17
"New York" "US" 1080 14
"New York" "US" 2011 56
"New York" "US" 6649 97
"New York" "US" 6960 145
"New York" "US" 201219 3401
"New York" "US" 6683 76
"New York" "US" 3836 63
"New York" "US" 4351 52
"New York" "US" 13916 257
"New York" "US" 95 16
"New York" "US" 3667 57
"New York" "US" 3164 55
"New York" "US" 5786 71
"New York" "US" 129737 2291
"New York" "US" 3584 53
"New York" "US" 1179 26
"North Carolina" "US" 18988 289
"North Carolina" "US" 4437 85
"North Carolina" "US" 1089 5
"North Carolina" "US" 2628 56
"North Carolina" "US" 2242 45
"North Carolina" "US" 2161 21
"North Carolina" "US" 4763 100
"North Carolina" "US" 1792 44
"North Carolina" "US" 3437 43
"North Carolina" "US" 9325 155
"North Carolina" "US" 18063 325
"North Carolina" "US" 10118 162
"North Carolina" "US" 22278 262
