"Province_State" "Country_Region" "Lat" "Long" "Confirmed" "Deaths"
"Puerto Rico" "US" 18.201592 -66.30963 1099 0
"Puerto Rico" "US" 18.34946 -66.168435 9378 0
"Puerto Rico" "US" 18.040993 -67.154391 801 0
"Puerto Rico" "US" 18.211615 -66.050779 5598 0
"Puerto Rico" "US" 18.418578 -66.860206 1089 0
"Puerto Rico" "US" 18.328802 -65.887612 1663 0
"Puerto Rico" "US" 18.374986 -65.956831 7681 0
"Puerto Rico" "US" 18.437269 -66.143306 1093 0
"Puerto Rico" "US" 18.102851 -66.14914 1145 0
"Puerto Rico" "US" 18.251818 -65.666416 325 0
"Puerto Rico" "US" 18.28885 -66.516475 711 0
"Puerto Rico" "US" 18.173559 -66.161179 1176 0
"Puerto Rico" "US" 18.097597 -66.36014 805 0
"Puerto Rico" "US" 18.224687 -66.221622 661 0
"Puerto Rico" "US" 18.304264 -66.327738 1378 0
"Puerto Rico" "US" 18.31586 -65.28813 33 0
"Puerto Rico" "US" 18.436115 -66.278669 1801 0
"Puerto Rico" "US" 18.318373 -65.666866 1019 0
"Puerto Rico" "US" 18.373715 -66.560488 460 0
"Puerto Rico" "US" 17.982429 -66.919643 174 0
"Puerto Rico" "US" 18.007516 -66.133908 758 0
"Puerto Rico" "US" 18.039942 -66.79186 302 0
"Puerto Rico" "US" 18.345114 -66.114523 3920 0
"Puerto Rico" "US" 18.266461 -65.979705 1871 0
"Puerto Rico" "US" 18.410928 -66.796326 1037 0
"Puerto Rico" "US" 18.134532 -67.113972 362 0
"Puerto Rico" "US" 18.145211 -65.810174 1719 0
"Puerto Rico" "US" 18.44981 -67.005093 1187 0
"Puerto Rico" "US" 18.211446 -66.58878 312 0
"Puerto Rico" "US" 18.050764 -66.494581 1008 0
"Puerto Rico" "US" 18.223793 -65.909109 2028 0
"Puerto Rico" "US" 18.011661 -67.040585 362 0
"Puerto Rico" "US" 18.269035 -66.867236 732 0
"Puerto Rico" "US" 18.23679 -66.98362 170 0
"Puerto Rico" "US" 18.187527 -65.869468 1470 0
"Puerto Rico" "US" 18.425688 -65.89943 1057 0
"Puerto Rico" "US" 18.342114 -65.725097 610 0
"Puerto Rico" "US" 18.420473 -66.490461 1258 0
"Puerto Rico" "US" 18.171795 -66.942126 85 0
"Puerto Rico" "US" 18.017889 -65.922235 284 0
"Puerto Rico" "US" 18.2013 -67.1452 1709 0
"Puerto Rico" "US" 18.377805 -67.080952 1290 0
"Puerto Rico" "US" 18.316963 -66.420383 1288 0
"Puerto Rico" "US" 18.230637 -65.753897 879 0
"Puerto Rico" "US" 18.288019 -66.252703 1413 0
"Puerto Rico" "US" 18.215046 -66.433604 821 0
"Puerto Rico" "US" 18.03174 -66.012242 318 0
"Puerto Rico" "US" 18.059645 -66.721572 491 0
"Puerto Rico" "US" 18.059498 -66.613748 2945 0
"Puerto Rico" "US" 18.439692 -66.926113 771 0
"Puerto Rico" "US" 18.335443 -67.23174 445 0
"Puerto Rico" "US" 18.346329 -65.813742 1801 0
"Puerto Rico" "US" 18.08282 -66.943758 328 0
"Puerto Rico" "US" 18.010387 -66.256592 674 0
"Puerto Rico" "US" 18.111484 -67.038581 519 0
"Puerto Rico" "US" 18.386933 -66.061128 16545 0
"Puerto Rico" "US" 18.147987 -65.976392 1568 0
"Puerto Rico" "US" 18.328646 -66.971214 1185 0
"Puerto Rico" "US" 17.994525 -66.388913 404 0
"Puerto Rico" "US" 18.362406 -66.246616 3539 0
"Puerto Rico" "US" 18.431446 -66.213553 3470 0
"Puerto Rico" "US" 18.336159 -65.998884 2716 0
"Puerto Rico" "US" 18.271214 -66.702984 807 0
"Puerto Rico" "US" 18.409346 -66.33725 1536 0
"Puerto Rico" "US" 18.428262 -66.397924 2586 0
"Puerto Rico" "US" 18.123276 -65.440971 120 0
"Puerto Rico" "US" 18.127951 -66.473115 706 0
"Puerto Rico" "US" 18.070399 -65.896289 972 0
"Puerto Rico" "US" 18.080374 -66.858814 691 0
"Rhode Island" "US" 41.71018079 -71.28652315 4817 141
"Rhode Island" "US" 41.67106337 -71.57641596 17485 354
"Rhode Island" "US" 41.5642026 -71.26569799 6185 40
"Rhode Island" "US" 41.87064746 -71.57753536 92488 1924
"Rhode Island" "US" 41.45961631 -71.61435303 9482 164
"South Carolina" "US" 34.22333378 -82.46170658 2530 38
"South Carolina" "US" 33.54338026 -81.63645384 16891 218
"South Carolina" "US" 32.98837386 -81.35321066 906 15
"South Carolina" "US" 34.51828081 -82.63959517 22328 509
"South Carolina" "US" 33.21927586 -81.05659969 1534 51
"South Carolina" "US" 33.26679302 -81.43584352 2521 54
"South Carolina" "US" 32.39226291 -80.72619758 16545 202
"South Carolina" "US" 33.20222596 -79.94654523 16950 189
"South Carolina" "US" 33.66926881 -80.77722168 1291 36
"South Carolina" "US" 32.82487866 -79.96512315 42075 489
"South Carolina" "US" 35.05122251 -81.61828622 5932 149
"South Carolina" "US" 34.69249168 -81.1583216 4058 73
"South Carolina" "US" 34.64137396 -80.1564014 4667 103
"South Carolina" "US" 33.66610974 -80.21647898 3359 109
"South Carolina" "US" 32.87582989 -80.67641292 3502 125
"South Carolina" "US" 34.33358335 -79.96027485 8254 173
"South Carolina" "US" 34.39007791 -79.37741872 4333 81
"South Carolina" "US" 33.0794369 -80.40502652 17137 213
"South Carolina" "US" 33.77221995 -81.96231108 3042 41
"South Carolina" "US" 34.39287073 -81.1195624 2344 79
"South Carolina" "US" 34.02361754 -79.70189312 17440 406
"South Carolina" "US" 33.43443342 -79.33202141 6598 138
"South Carolina" "US" 34.89502264 -82.37295012 72458 969
"South Carolina" "US" 34.15272415 -82.12715789 7899 168
"South Carolina" "US" 32.77419582 -81.13845571 1880 50
"South Carolina" "US" 33.9212828 -78.99555293 38068 566
"South Carolina" "US" 32.43171982 -81.02487495 2276 44
"South Carolina" "US" 34.33988254 -80.58763164 7272 135
"South Carolina" "US" 34.68270843 -80.70513032 10437 165
"South Carolina" "US" 34.48244419 -82.00490796 7075 169
"South Carolina" "US" 34.16393091 -80.25690731 1864 59
"South Carolina" "US" 33.89665987 -81.27146426 32591 475
"South Carolina" "US" 34.07859748 -79.36400756 3477 102
"South Carolina" "US" 34.59905577 -79.67561152 3225 51
"South Carolina" "US" 33.90161443 -82.30794338 1012 27
"South Carolina" "US" 34.28629098 -81.59935761 4794 100
"South Carolina" "US" 34.75225169 -83.06742317 9258 132
"South Carolina" "US" 33.4391073 -80.79886287 9540 241
"South Carolina" "US" 34.88807695 -82.72791551 18212 288
"South Carolina" "US" 34.01791263 -80.90267209 45287 537
"South Carolina" "US" 34.00795823 -81.72713237 1744 49
"South Carolina" "US" 34.92960077 -81.99225984 40270 781
"South Carolina" "US" 33.91826534 -80.37942316 10266 201
"South Carolina" "US" 34.68835752 -81.61730349 3023 84
"South Carolina" "US" 33.62190129 -79.72767442 3988 98
"South Carolina" "US" 34.97281497 -81.18085944 29879 370
"South Dakota" "US" 43.71757685 -98.56050467 468 15
"South Dakota" "US" 44.41464384 -98.27858469 2915 40
"South Dakota" "US" 43.19486375 -101.6665572 388 9
"South Dakota" "US" 42.98914167 -97.88592746 1531 27
"South Dakota" "US" 44.36974375 -96.79079945 4102 37
"South Dakota" "US" 45.58994323 -98.35165355 5433 91
"South Dakota" "US" 43.71756379 -99.08118954 702 9
"South Dakota" "US" 44.07657829 -99.20814467 423 13
"South Dakota" "US" 44.90608745 -103.5079318 1020 20
"South Dakota" "US" 45.77074915 -100.0510181 130 4
"South Dakota" "US" 43.20660134 -98.58856175 1366 21
"South Dakota" "US" 44.85834507 -97.72925109 445 5
"South Dakota" "US" 42.91296147 -96.97656917 1894 15
"South Dakota" "US" 44.97788119 -97.18827677 4479 80
"South Dakota" "US" 45.70889983 -101.1970473 478 12
"South Dakota" "US" 43.67741105 -103.4534521 821 12
"South Dakota" "US" 43.67490933 -98.14458906 3184 66
"South Dakota" "US" 45.367281 -97.60737498 690 29
"South Dakota" "US" 44.75994309 -96.66943645 518 8
"South Dakota" "US" 45.15639647 -100.8709139 1449 27
"South Dakota" "US" 43.38520741 -98.36978007 453 9
"South Dakota" "US" 45.41846445 -99.21545423 504 13
"South Dakota" "US" 43.23929297 -103.5275691 583 15
"South Dakota" "US" 45.07082625 -99.14535601 368 13
"South Dakota" "US" 45.1723937 -96.77002276 1029 42
"South Dakota" "US" 43.19419064 -99.18883902 578 30
"South Dakota" "US" 44.29299053 -101.539099 262 10
"South Dakota" "US" 44.67385954 -97.18829593 789 39
"South Dakota" "US" 44.54708407 -99.00386459 360 6
"South Dakota" "US" 43.6746384 -97.78715148 384 4
"South Dakota" "US" 45.58015551 -103.4958629 94 1
"South Dakota" "US" 44.39091534 -99.99661148 2449 38
"South Dakota" "US" 43.33449012 -97.75536441 886 26
"South Dakota" "US" 44.54747703 -99.48572582 140 1
"South Dakota" "US" 43.69318385 -101.6255063 289 14
"South Dakota" "US" 44.06637798 -98.62965972 273 16
"South Dakota" "US" 43.96278565 -100.6940008 93 0
"South Dakota" "US" 44.36956169 -97.4913945 804 14
"South Dakota" "US" 44.02193107 -97.12926365 1342 18
"South Dakota" "US" 44.35919441 -103.7929428 2927 47
"South Dakota" "US" 43.27841182 -96.7203905 8503 77
"South Dakota" "US" 43.89522709 -99.85201878 634 11
"South Dakota" "US" 45.75870838 -97.59855639 367 6
"South Dakota" "US" 43.6742571 -97.36863144 799 24
"South Dakota" "US" 45.76626028 -99.22118798 243 4
"South Dakota" "US" 44.56676791 -102.7162741 2730 30
"South Dakota" "US" 43.58078848 -100.7563186 258 2
"South Dakota" "US" 44.02197882 -97.60992207 296 9
"South Dakota" "US" 43.67441641 -96.7910885 30909 348
"South Dakota" "US" 44.02266214 -96.67081159 635 17
"South Dakota" "US" 43.33749164 -102.5555498 2098 49
"South Dakota" "US" 44.0025835 -102.8240777 13468 191
"South Dakota" "US" 45.49049506 -102.4755586 353 14
"South Dakota" "US" 45.06583079 -99.95498503 389 4
"South Dakota" "US" 45.62975048 -96.94672673 1346 38
"South Dakota" "US" 44.02351092 -98.0909816 341 3
"South Dakota" "US" 44.93837606 -98.34626602 837 26
"South Dakota" "US" 44.41381872 -100.7349153 344 2
"South Dakota" "US" 44.71571812 -100.1278092 140 3
"South Dakota" "US" 43.19338568 -100.7195503 1221 29
"South Dakota" "US" 43.34459388 -99.8854891 750 17
"South Dakota" "US" 43.3109081 -97.14865776 1152 56
"South Dakota" "US" 42.83112163 -96.6557828 2203 42
"South Dakota" "US" 45.43019636 -100.0307514 765 16
"South Dakota" "US" 43.00924485 -97.39467635 3023 30
"South Dakota" "US" 44.97881876 -101.6654622 342 9
"Tennessee" "US" 36.12684348 -84.19965764 8627 171
"Tennessee" "US" 35.51123746 -86.45549096 6426 129
"Tennessee" "US" 36.07110411 -88.06849355 1632 40
"Tennessee" "US" 35.59942968 -85.20611967 2097 11
"Tennessee" "US" 35.68938198 -83.92847788 15180 194
"Tennessee" "US" 35.15739424 -84.857186 14599 147
"Tennessee" "US" 36.40355516 -84.1510856 4096 62
"Tennessee" "US" 35.80990797 -86.05738983 1889 31
"Tennessee" "US" 35.97366108 -88.45189331 3575 82
"Tennessee" "US" 36.28969086 -82.12588974 6468 156
"Tennessee" "US" 36.26136216 -87.08903581 4444 54
"Tennessee" "US" 35.42527478 -88.6095842 2094 51
"Tennessee" "US" 36.48319149 -83.65947309 3062 73
"Tennessee" "US" 36.55151008 -85.53930419 1090 31
"Tennessee" "US" 35.9278914 -83.11828725 4437 98
"Tennessee" "US" 35.49090731 -86.07311784 6831 121
"Tennessee" "US" 35.81830662 -89.14916269 2010 48
"Tennessee" "US" 35.95271721 -84.99840585 6568 127
"Tennessee" "US" 36.17007426 -86.78646056 88030 924
"Tennessee" "US" 35.97616272 -85.83689361 2756 53
"Tennessee" "US" 35.60048904 -88.11043779 1573 38
"Tennessee" "US" 36.14669837 -87.35891709 6734 109
"Tennessee" "US" 36.05931946 -89.41542855 5361 104
"Tennessee" "US" 35.19615831 -89.41399032 4921 78
"Tennessee" "US" 36.38128818 -84.92870012 2385 46
"Tennessee" "US" 35.15634626 -86.09201039 5086 88
"Tennessee" "US" 35.99438059 -88.93358327 6402 144
"Tennessee" "US" 35.20222469 -87.03992678 3953 99
"Tennessee" "US" 36.27469206 -83.51254721 2591 49
"Tennessee" "US" 36.17470125 -82.84691273 7739 152
"Tennessee" "US" 35.38433717 -85.72142731 1779 33
"Tennessee" "US" 36.21990035 -83.26586179 8498 171
"Tennessee" "US" 35.17670231 -85.16652245 43402 485
"Tennessee" "US" 36.52692871 -83.22375847 549 12
"Tennessee" "US" 35.20772017 -88.99161161 3464 64
"Tennessee" "US" 35.19732531 -88.18593755 3497 66
"Tennessee" "US" 36.44355426 -82.94885298 5781 106
"Tennessee" "US" 35.58332824 -89.28536625 2683 61
"Tennessee" "US" 35.65581134 -88.38600175 3729 75
"Tennessee" "US" 36.33160906 -88.30121797 3124 75
"Tennessee" "US" 35.80609681 -87.47643507 2805 46
"Tennessee" "US" 36.28872054 -87.71878828 1085 33
"Tennessee" "US" 36.03958805 -87.77992872 1742 21
"Tennessee" "US" 36.36380466 -85.67239905 1299 35
"Tennessee" "US" 36.04818632 -83.45148924 6073 121
"Tennessee" "US" 36.4552395 -81.84886538 2316 38
"Tennessee" "US" 35.99508821 -83.94635435 49813 624
"Tennessee" "US" 36.3418017 -89.48921915 1695 26
"Tennessee" "US" 35.75893438 -89.6301591 3144 44
"Tennessee" "US" 35.21675201 -87.39787695 5806 86
"Tennessee" "US" 35.52853208 -87.49022694 1558 26
"Tennessee" "US" 35.13738622 -86.58910106 4306 63
"Tennessee" "US" 35.73939663 -84.31145275 6016 69
"Tennessee" "US" 36.53157855 -86.00778595 3580 77
"Tennessee" "US" 35.61181957 -88.84076036 10789 241
"Tennessee" "US" 35.12997174 -85.62265895 3099 46
"Tennessee" "US" 35.45798777 -86.76420988 4111 58
"Tennessee" "US" 35.6187413 -87.07462444 13211 169
"Tennessee" "US" 35.42812616 -84.61520715 6365 97
"Tennessee" "US" 35.17468549 -88.5647812 2768 54
"Tennessee" "US" 35.51558739 -84.81482914 1348 23
"Tennessee" "US" 35.44550387 -84.24902965 5709 95
"Tennessee" "US" 36.49609412 -87.38550661 19623 224
"Tennessee" "US" 35.27724699 -86.36230578 1000 17
"Tennessee" "US" 36.13248031 -84.64880098 2460 39
"Tennessee" "US" 36.35732446 -89.14921589 4502 96
"Tennessee" "US" 36.34117832 -85.28989535 2969 61
"Tennessee" "US" 35.63708728 -87.86139634 1057 28
"Tennessee" "US" 36.55606529 -85.077633 756 24
"Tennessee" "US" 35.12245443 -84.52075859 2000 24
"Tennessee" "US" 36.14005459 -85.50646123 11168 173
"Tennessee" "US" 35.60536161 -84.93076643 4312 75
"Tennessee" "US" 35.84923189 -84.52458689 6191 102
"Tennessee" "US" 36.52454807 -86.87346725 9607 130
"Tennessee" "US" 35.84591405 -86.4107263 42319 420
"Tennessee" "US" 36.42325673 -84.50360494 3055 45
"Tennessee" "US" 35.36979721 -85.41022136 1667 28
"Tennessee" "US" 35.78077323 -83.52244332 13166 175
"Tennessee" "US" 35.1864775 -89.89692423 93085 1587
"Tennessee" "US" 36.25359775 -85.95411046 2748 38
"Tennessee" "US" 36.50235092 -87.83920548 1308 28
"Tennessee" "US" 36.51240691 -82.30412917 16184 287
"Tennessee" "US" 36.46824103 -86.45917204 23492 341
"Tennessee" "US" 35.501942 -89.73694895 7226 104
"Tennessee" "US" 36.39026213 -86.16087954 2490 22
"Tennessee" "US" 36.10890856 -82.43709629 1945 49
"Tennessee" "US" 36.28590426 -83.83651902 1860 34
"Tennessee" "US" 35.69864497 -85.45221699 834 21
"Tennessee" "US" 35.6728299 -85.77969117 5513 81
"Tennessee" "US" 36.29472368 -82.4945472 14177 242
"Tennessee" "US" 35.23868267 -87.78644456 2943 34
"Tennessee" "US" 36.29896232 -88.71990865 4028 62
"Tennessee" "US" 35.92929884 -85.45591799 3548 68
"Tennessee" "US" 35.89099229 -86.89281867 27545 216
"Tennessee" "US" 36.15496772 -86.29775884 18472 229
"Texas" "US" 31.81534745 -95.65354823 6088 117
"Texas" "US" 32.30468633 -102.6376548 1812 47
"Texas" "US" 31.25457347 -94.60901487 8395 274
"Texas" "US" 28.10556197 -96.9995047 1230 37
"Texas" "US" 33.61569967 -98.68754589 795 12
"Texas" "US" 34.96507426 -101.3574874 182 6
"Texas" "US" 28.89333001 -98.52730485 5678 150
"Texas" "US" 29.88548725 -96.27736949 2108 34
"Texas" "US" 34.06854817 -102.8299707 820 19
"Texas" "US" 29.74619598 -99.24598147 1353 27
"Texas" "US" 30.10370699 -97.31206354 9110 91
"Texas" "US" 33.61640794 -99.21352901 296 12
"Texas" "US" 28.41761668 -97.74215593 3494 72
"Texas" "US" 31.03736027 -97.4785025 21958 407
"Texas" "US" 29.44928723 -98.52019748 213677 3422
"Texas" "US" 30.26640707 -98.3999852 717 20
"Texas" "US" 32.74363984 -101.4316509 31 2
"Texas" "US" 31.89978581 -97.63613524 1652 33
"Texas" "US" 33.44626922 -94.41834132 6883 210
"Texas" "US" 29.18757369 -95.44563172 36650 473
"Texas" "US" 30.6636448 -96.30205577 25879 245
"Texas" "US" 29.81008251 -103.2520326 919 16
"Texas" "US" 34.53026962 -101.2084947 158 5
"Texas" "US" 27.03103197 -98.21808402 789 36
"Texas" "US" 31.77430356 -98.99907113 4209 118
"Texas" "US" 30.49273808 -96.62158484 2361 42
"Texas" "US" 30.78801353 -98.181887 4609 63
"Texas" "US" 29.83668859 -97.61814775 5465 95
"Texas" "US" 28.47048236 -96.61633945 2233 23
"Texas" "US" 32.29760619 -99.37326312 1174 39
"Texas" "US" 26.14524221 -97.48140372 39497 1599
"Texas" "US" 32.97195142 -94.97790104 1223 42
"Texas" "US" 35.40365929 -101.3542669 519 14
"Texas" "US" 33.07499881 -94.34646905 1885 81
"Texas" "US" 34.53016752 -102.2617243 976 32
"Texas" "US" 29.70972016 -94.67154501 4810 26
"Texas" "US" 31.837258 -95.16559897 4126 136
"Texas" "US" 34.5293041 -100.2077916 1387 17
"Texas" "US" 33.78686685 -98.20771198 1026 16
"Texas" "US" 33.60425307 -102.8284499 306 15
"Texas" "US" 31.88911733 -100.5297533 457 12
"Texas" "US" 31.76736834 -99.45240766 739 32
"Texas" "US" 33.18820114 -96.57264368 88563 811
"Texas" "US" 34.96489496 -100.2700111 322 9
"Texas" "US" 29.622098 -96.5273805 1693 30
"Texas" "US" 29.80811278 -98.27647225 9952 291
"Texas" "US" 31.94854689 -98.55876441 1524 51
"Texas" "US" 31.32635934 -99.86473038 375 8
"Texas" "US" 33.63979567 -97.21240912 3651 69
"Texas" "US" 31.39078397 -97.79936155 7119 85
"Texas" "US" 34.07783319 -100.2785062 190 7
"Texas" "US" 31.43052248 -102.5143314 523 12
"Texas" "US" 30.72367027 -101.4134238 573 15
"Texas" "US" 33.61431553 -101.3000364 652 29
"Texas" "US" 31.44506775 -104.5185739 360 9
"Texas" "US" 36.27787176 -102.6020725 959 24
"Texas" "US" 32.76670599 -96.7779605 295543 3940
"Texas" "US" 32.74255572 -101.9477242 1729 68
"Texas" "US" 29.08101855 -97.3568117 1904 59
"Texas" "US" 34.96522957 -102.6054267 2786 66
"Texas" "US" 33.38570922 -95.66921122 314 11
"Texas" "US" 33.20521901 -97.11691153 73424 739
"Texas" "US" 33.61616822 -100.7788855 179 10
"Texas" "US" 28.42270064 -99.75645095 2006 31
"Texas" "US" 34.96517499 -100.8140093 384 15
"Texas" "US" 27.68184592 -98.50864568 1224 41
"Texas" "US" 32.32743996 -98.83243566 1335 48
"Texas" "US" 31.86898877 -102.5429428 16891 363
"Texas" "US" 29.98202582 -100.304252 248 6
"Texas" "US" 31.76980765 -106.2363275 132448 2622
"Texas" "US" 32.34894117 -96.79371841 22368 309
"Texas" "US" 32.23602653 -98.21773417 4128 68
"Texas" "US" 31.25350609 -96.93630086 2032 32
"Texas" "US" 33.59564294 -96.10751083 3452 108
"Texas" "US" 29.87788372 -96.92076062 2636 60
"Texas" "US" 32.74281316 -100.4019302 293 14
"Texas" "US" 34.07227468 -101.3031546 843 30
"Texas" "US" 33.97308618 -99.7767797 121 10
"Texas" "US" 29.52704478 -95.77219463 65458 647
"Texas" "US" 33.17653242 -95.21917243 713 26
"Texas" "US" 31.70422788 -96.15072516 1835 49
"Texas" "US" 28.86751206 -99.10804207 2792 48
"Texas" "US" 32.74055318 -102.6353295 1429 43
"Texas" "US" 29.40167322 -94.90469073 38196 400
"Texas" "US" 33.17969345 -101.2984114 488 22
"Texas" "US" 30.31824095 -98.94676915 2524 49
"Texas" "US" 31.86942909 -101.5207776 104 2
"Texas" "US" 28.65696592 -97.42760647 436 13
"Texas" "US" 29.45634206 -97.49424032 2698 57
"Texas" "US" 35.40081878 -100.8129222 2302 55
"Texas" "US" 33.62744998 -96.67753461 11177 339
"Texas" "US" 32.47940482 -94.81591935 10991 351
"Texas" "US" 30.54579585 -95.98902499 3589 66
"Texas" "US" 29.58165339 -97.94786822 14258 208
"Texas" "US" 34.07044901 -101.8268114 6092 155
"Texas" "US" 34.5307555 -100.6813852 462 14
"Texas" "US" 31.70470573 -98.11083887 763 26
"Texas" "US" 36.27743284 -101.3545796 889 24
"Texas" "US" 34.28944521 -99.74632408 372 12
"Texas" "US" 30.33364686 -94.38931817 5581 109
"Texas" "US" 29.85864939 -95.39339521 386620 6076
"Texas" "US" 32.54935988 -94.36934071 4756 105
"Texas" "US" 35.84008013 -102.6029022 624 2
"Texas" "US" 33.17823584 -99.73037358 440 27
"Texas" "US" 30.05669873 -98.02944344 19830 238
"Texas" "US" 35.83764858 -100.2703577 561 2
"Texas" "US" 32.21128872 -95.85846587 5768 184
"Texas" "US" 26.39418217 -98.18299696 87159 2804
"Texas" "US" 31.99045053 -97.13423143 4439 106
"Texas" "US" 33.60771256 -102.3431676 2799 102
"Texas" "US" 32.42990927 -97.83242024 6449 126
"Texas" "US" 33.14875072 -95.56351139 3050 108
"Texas" "US" 31.31925973 -95.42226208 1608 51
"Texas" "US" 32.30621324 -101.4356444 4593 101
"Texas" "US" 31.45628381 -105.388178 510 11
"Texas" "US" 33.12351514 -96.08551032 5498 164
"Texas" "US" 35.84006574 -101.3546643 1995 71
"Texas" "US" 31.30375559 -100.982439 123 1
"Texas" "US" 33.23377248 -98.17283469 599 16
"Texas" "US" 28.95472367 -96.57749563 1788 31
"Texas" "US" 30.74685667 -94.02667579 2429 88
"Texas" "US" 30.71490589 -104.1399973 187 5
"Texas" "US" 29.8832777 -94.16434171 19206 415
"Texas" "US" 27.04453923 -98.6968187 609 16
"Texas" "US" 27.73103938 -98.0904705 4177 97
"Texas" "US" 32.37877812 -97.36615819 19503 364
"Texas" "US" 32.73997145 -99.87861576 2687 53
"Texas" "US" 28.90705334 -97.85960149 2041 36
"Texas" "US" 32.5991417 -96.28734728 15680 252
"Texas" "US" 29.94414155 -98.7113588 3191 72
"Texas" "US" 26.92601662 -97.66413984 37 2
"Texas" "US" 33.18104136 -100.7780939 102 2
"Texas" "US" 30.06040006 -99.34930144 4386 86
"Texas" "US" 30.48678918 -99.74856473 260 6
"Texas" "US" 33.61643847 -100.2558057 11 0
"Texas" "US" 29.34967888 -100.4186638 340 6
"Texas" "US" 27.42435506 -97.69894948 2574 93
"Texas" "US" 33.60519951 -99.7422906 287 17
"Texas" "US" 28.34453111 -99.09908775 1050 28
"Texas" "US" 33.66981763 -95.57404777 5790 154
"Texas" "US" 34.06859623 -102.3516289 2266 82
"Texas" "US" 31.19531316 -98.24206613 2141 32
"Texas" "US" 29.38508402 -96.93186692 2440 75
"Texas" "US" 30.31120597 -96.97045773 2143 39
"Texas" "US" 31.29872538 -95.9936328 1611 42
"Texas" "US" 30.15152688 -94.81205615 7591 178
"Texas" "US" 31.5454767 -96.58095444 2724 75
"Texas" "US" 36.27783108 -100.2733151 333 12
"Texas" "US" 28.35101362 -98.1246786 1125 22
"Texas" "US" 30.70645047 -98.68475262 1631 51
"Texas" "US" 31.84947612 -103.5818571 1 0
"Texas" "US" 33.61008596 -101.8204789 48741 782
"Texas" "US" 33.17657705 -101.8162849 618 23
"Texas" "US" 30.96694679 -95.93003775 1938 28
"Texas" "US" 32.79868409 -94.3566123 531 33
"Texas" "US" 32.30600051 -101.9513518 632 18
"Texas" "US" 30.71780434 -99.22629416 389 6
"Texas" "US" 28.81955746 -96.01230294 3768 102
"Texas" "US" 28.7429195 -100.3157686 10400 351
"Texas" "US" 31.1925468 -99.34682807 566 19
"Texas" "US" 31.55255453 -97.20217694 26528 465
"Texas" "US" 28.35251708 -98.56769164 83 5
"Texas" "US" 29.3557301 -99.11030298 4888 103
"Texas" "US" 30.88990665 -99.8204794 207 9
"Texas" "US" 31.86904128 -102.0315682 17215 266
"Texas" "US" 30.7858183 -96.97718698 2488 46
"Texas" "US" 31.49557106 -98.59272068 653 21
"Texas" "US" 32.30623474 -100.9212058 600 30
"Texas" "US" 33.67521893 -97.72500958 2062 71
"Texas" "US" 30.30079133 -95.50572772 51224 539
"Texas" "US" 35.83769242 -101.8930281 2451 72
"Texas" "US" 33.11304005 -94.73255695 857 33
"Texas" "US" 34.07408766 -100.779722 106 8
"Texas" "US" 31.62017125 -94.61803994 4426 167
"Texas" "US" 32.04620681 -96.47428766 5662 139
"Texas" "US" 30.78548982 -93.74408813 605 35
"Texas" "US" 32.30365282 -100.4060208 1528 51
"Texas" "US" 27.736286 -97.5433285 40987 764
"Texas" "US" 36.27829105 -100.8158184 1115 26
"Texas" "US" 35.40425596 -102.6027606 268 4
"Texas" "US" 30.11879481 -93.89412775 8273 145
"Texas" "US" 32.75310985 -98.31319001 2865 74
"Texas" "US" 32.1639596 -94.30552481 1582 74
"Texas" "US" 32.77757172 -97.80500621 15421 175
"Texas" "US" 34.52993409 -102.7844668 1261 35
"Texas" "US" 30.78097267 -102.7241261 1587 34
"Texas" "US" 30.79472531 -94.8276624 3162 108
"Texas" "US" 35.40133773 -101.893964 17308 443
"Texas" "US" 29.99954402 -104.2408079 810 24
"Texas" "US" 32.87109387 -95.79232691 785 25
"Texas" "US" 34.96585996 -101.8971322 16618 276
"Texas" "US" 31.36607041 -101.5232659 375 8
"Texas" "US" 29.83321503 -99.82018052 310 12
"Texas" "US" 33.61886692 -95.04841765 678 37
"Texas" "US" 31.32323325 -103.6903896 1713 43
"Texas" "US" 28.3238976 -97.15766311 642 20
"Texas" "US" 35.83809685 -100.813175 61 1
"Texas" "US" 31.02539637 -96.51272246 2079 40
"Texas" "US" 32.89779518 -96.40771592 11275 152
"Texas" "US" 31.8314342 -99.97616148 1272 37
"Texas" "US" 32.10773545 -94.76176432 3898 106
"Texas" "US" 31.34318809 -93.85440451 516 43
"Texas" "US" 31.39457611 -94.17000399 564 32
"Texas" "US" 30.57933681 -95.16260304 1220 36
"Texas" "US" 28.00880118 -97.51763891 4235 147
"Texas" "US" 31.1577796 -98.81758731 784 23
"Texas" "US" 30.89740592 -100.5384842 234 6
"Texas" "US" 32.74613808 -100.9162664 2414 62
"Texas" "US" 32.73587756 -99.35401337 261 5
"Texas" "US" 31.79211404 -94.14550696 1652 66
"Texas" "US" 36.27751473 -101.8933156 221 12
"Texas" "US" 32.37474036 -95.2717568 19867 459
"Texas" "US" 32.22236802 -97.77403489 1059 14
"Texas" "US" 26.56150059 -98.73892358 9411 296
"Texas" "US" 32.73553157 -98.83631615 775 25
"Texas" "US" 31.82781912 -101.0500746 107 4
"Texas" "US" 33.17906744 -100.2538401 156 6
"Texas" "US" 30.49856623 -100.5382014 479 8
"Texas" "US" 34.53028891 -101.7349174 817 17
"Texas" "US" 32.77143818 -97.29101614 254723 3375
"Texas" "US" 32.30163422 -99.89007449 15502 399
