"Province_State" "Country_Region" "Confirmed" "Deaths"
"Kentucky" "US" 982 19
"Kentucky" "US" 2233 32
"Kentucky" "US" 1320 34
"Kentucky" "US" 6750 102
"Kentucky" "US" 2738 28
"Kentucky" "US" 2624 40
"Kentucky" "US" 1436 31
"Kentucky" "US" 636 20
"Kentucky" "US" 695 10
"Kentucky" "US" 10430 178
"Kentucky" "US" 885 21
"Kentucky" "US" 953 2
"Kentucky" "US" 1059 11
"Kentucky" "US" 34833 288
"Kentucky" "US" 1145 21
"Kentucky" "US" 3303 63
"Kentucky" "US" 3959 46
"Kentucky" "US" 505 14
"Kentucky" "US" 691 27
"Kentucky" "US" 1493 33
"Kentucky" "US" 2227 18
"Kentucky" "US" 4114 90
"Kentucky" "US" 2122 52
"Kentucky" "US" 1193 15
"Kentucky" "US" 3524 57
"Kentucky" "US" 862 15
"Kentucky" "US" 9452 150
"Kentucky" "US" 2725 83
"Kentucky" "US" 1641 22
"Kentucky" "US" 1940 45
"Kentucky" "US" 4623 70
"Kentucky" "US" 1315 11
"Kentucky" "US" 357 10
"Kentucky" "US" 4325 143
"Kentucky" "US" 1291 32
"Kentucky" "US" 78255 1142
"Kentucky" "US" 4476 61
"Kentucky" "US" 1891 32
"Kentucky" "US" 15970 166
"Kentucky" "US" 1127 23
"Kentucky" "US" 3329 34
"Kentucky" "US" 1291 25
"Kentucky" "US" 6509 67
"Kentucky" "US" 1390 20
"Kentucky" "US" 1265 25
"Kentucky" "US" 891 6
"Kentucky" "US" 1866 42
"Kentucky" "US" 1209 32
"Kentucky" "US" 2257 46
"Kentucky" "US" 826 20
"Kentucky" "US" 2781 64
"Kentucky" "US" 1503 19
"Kentucky" "US" 9148 109
"Kentucky" "US" 930 14
"Kentucky" "US" 2243 37
"Kentucky" "US" 2710 55
"Kentucky" "US" 1012 20
"Kentucky" "US" 1597 34
"Kentucky" "US" 6352 119
"Kentucky" "US" 1952 29
"Kentucky" "US" 869 26
"Kentucky" "US" 1990 23
"Kentucky" "US" 450 16
"Kentucky" "US" 2506 49
"Kentucky" "US" 1025 26
"Kentucky" "US" 1300 40
"Kentucky" "US" 2527 30
"Kentucky" "US" 2186 3
"Kentucky" "US" 2880 59
"Kentucky" "US" 4825 51
"Kentucky" "US" 521 8
"Kentucky" "US" 2419 53
"Kentucky" "US" 7422 82
"Kentucky" "US" 648 12
"Kentucky" "US" 487 12
"Kentucky" "US" 1003 4
"Kentucky" "US" 2604 63
"Kentucky" "US" 5437 91
"Kentucky" "US" 1158 11
"Kentucky" "US" 6174 93
"Kentucky" "US" 212 14
"Kentucky" "US" 1469 21
"Kentucky" "US" 2158 17
"Kentucky" "US" 1794 42
"Kentucky" "US" 4798 32
"Kentucky" "US" 4553 70
"Kentucky" "US" 2023 35
"Kentucky" "US" 1568 18
"Kentucky" "US" 2989 42
"Kentucky" "US" 1080 25
"Kentucky" "US" 1238 14
"Kentucky" "US" 666 7
"Kentucky" "US" 9 0
"Kentucky" "US" 1326 15
"Kentucky" "US" 15568 166
"Kentucky" "US" 1414 36
"Kentucky" "US" 2143 43
"Kentucky" "US" 1218 20
"Kentucky" "US" 4789 49
"Kentucky" "US" 495 5
"Kentucky" "US" 2106 19
"Louisiana" "US" 6421 191
"Louisiana" "US" 3158 91
"Louisiana" "US" 11846 164
"Louisiana" "US" 2150 36
"Louisiana" "US" 4126 122
"Louisiana" "US" 3128 74
"Louisiana" "US" 1651 81
"Louisiana" "US" 13573 291
"Louisiana" "US" 25522 736
"Louisiana" "US" 22033 415
"Louisiana" "US" 1096 29
"Louisiana" "US" 587 6
"Louisiana" "US" 1125 38
"Louisiana" "US" 1421 55
"Louisiana" "US" 1850 60
"Louisiana" "US" 2746 77
"Louisiana" "US" 38442 786
"Louisiana" "US" 1124 25
"Louisiana" "US" 3116 112
"Louisiana" "US" 3528 91
"Louisiana" "US" 2471 105
"Louisiana" "US" 2122 55
"Louisiana" "US" 6857 152
"Louisiana" "US" 3781 98
"Louisiana" "US" 1880 50
"Louisiana" "US" 45549 885
"Louisiana" "US" 3122 93
"Louisiana" "US" 1512 36
"Louisiana" "US" 22844 272
"Louisiana" "US" 9446 202
"Louisiana" "US" 4409 92
"Louisiana" "US" 13119 203
"Louisiana" "US" 1564 38
"Louisiana" "US" 2789 73
"Louisiana" "US" 4010 85
"Louisiana" "US" 29633 789
"Louisiana" "US" 18089 445
"Louisiana" "US" 0 0
"Louisiana" "US" 2486 26
"Louisiana" "US" 2560 73
"Louisiana" "US" 11792 309
"Louisiana" "US" 864 38
"Louisiana" "US" 2403 53
"Louisiana" "US" 2910 60
"Louisiana" "US" 3974 49
"Louisiana" "US" 5337 90
"Louisiana" "US" 914 10
"Louisiana" "US" 1938 50
"Louisiana" "US" 3661 137
"Louisiana" "US" 8724 253
"Louisiana" "US" 5138 115
"Louisiana" "US" 4614 134
"Louisiana" "US" 25332 517
"Louisiana" "US" 12468 290
"Louisiana" "US" 357 8
"Louisiana" "US" 9981 219
"Louisiana" "US" 414 0
"Louisiana" "US" 2368 77
"Louisiana" "US" 5253 116
"Louisiana" "US" 3041 101
"Louisiana" "US" 4329 128
"Louisiana" "US" 4047 110
"Louisiana" "US" 2764 59
"Louisiana" "US" 1169 41
"Louisiana" "US" 1143 34
"Louisiana" "US" 1530 43
"Maine" "US" 6480 62
"Maine" "US" 1561 45
"Maine" "US" 15417 188
"Maine" "US" 1142 13
"Maine" "US" 1201 36
"Maine" "US" 5138 63
"Maine" "US" 911 5
"Maine" "US" 782 2
"Maine" "US" 0 0
"Maine" "US" 2966 61
"Maine" "US" 5076 89
"Maine" "US" 423 4
"Maine" "US" 1179 8
"Maine" "US" 1691 29
"Maine" "US" 2 0
"Maine" "US" 788 19
"Maine" "US" 809 15
"Maine" "US" 11979 128
"Maryland" "US" 6714 205
"Maryland" "US" 41386 585
"Maryland" "US" 61095 1430
"Maryland" "US" 49255 991
"Maryland" "US" 4066 75
"Maryland" "US" 2229 23
"Maryland" "US" 8859 229
"Maryland" "US" 5821 128
"Maryland" "US" 10284 183
"Maryland" "US" 2615 50
"Maryland" "US" 19111 309
"Maryland" "US" 1952 62
"Maryland" "US" 15581 267
"Maryland" "US" 18406 230
"Maryland" "US" 1284 45
"Maryland" "US" 68865 1500
"Maryland" "US" 81382 1425
"Maryland" "US" 2839 42
"Maryland" "US" 2519 37
"Maryland" "US" 5682 123
"Maryland" "US" 2030 36
"Maryland" "US" 0 82
"Maryland" "US" 13862 270
"Maryland" "US" 7318 152
"Maryland" "US" 3504 95
"Massachusetts" "US" 13245 457
"Massachusetts" "US" 6079 282
"Massachusetts" "US" 63342 1670
"Massachusetts" "US" 2621 4
"Massachusetts" "US" 93678 2331
"Massachusetts" "US" 2385 111
"Massachusetts" "US" 49135 1481
"Massachusetts" "US" 8778 289
"Massachusetts" "US" 129684 3699
"Massachusetts" "US" 52625 1765
"Massachusetts" "US" 46742 1394
"Massachusetts" "US" 89379 1810
"Massachusetts" "US" 42444 7
"Massachusetts" "US" 73837 2181
"Michigan" "US" 650 26
"Michigan" "US" 482 6
"Michigan" "US" 9700 126
"Michigan" "US" 1930 53
"Michigan" "US" 1446 22
"Michigan" "US" 997 28
"Michigan" "US" 647 33
"Michigan" "US" 5006 57
"Michigan" "US" 9886 313
"Michigan" "US" 1146 32
"Michigan" "US" 14019 260
"Michigan" "US" 4392 91
"Michigan" "US" 12709 262
"Michigan" "US" 5016 72
"Michigan" "US" 1473 15
"Michigan" "US" 1660 38
"Michigan" "US" 2267 32
"Michigan" "US" 2120 70
"Michigan" "US" 6904 79
"Michigan" "US" 900 7
"Michigan" "US" 3633 87
"Michigan" "US" 2602 72
"Michigan" "US" 9181 173
"Michigan" "US" 2086 41
"Michigan" "US" 316 5
"Michigan" "US" 36957 827
"Michigan" "US" 2042 43
"Michigan" "US" 1353 50
"Michigan" "US" 5844 83
"Michigan" "US" 3468 108
"Michigan" "US" 3980 82
"Michigan" "US" 2986 40
"Michigan" "US" 3645 68
"Michigan" "US" 22610 328
"Michigan" "US" 5302 76
"Michigan" "US" 1762 69
"Michigan" "US" 974 51
"Michigan" "US" 5458 81
"Michigan" "US" 14041 249
"Michigan" "US" 20159 345
"Michigan" "US" 984 17
"Michigan" "US" 64478 762
"Michigan" "US" 167 2
"Michigan" "US" 533 13
"Michigan" "US" 8045 153
"Michigan" "US" 1153 17
"Michigan" "US" 8313 139
"Michigan" "US" 14858 161
"Michigan" "US" 322 1
"Michigan" "US" 581 3
"Michigan" "US" 88958 2120
"Michigan" "US" 1059 21
"Michigan" "US" 4690 57
"Michigan" "US" 1830 29
"Michigan" "US" 2780 26
"Michigan" "US" 2010 41
"Michigan" "US" 26282 154
"Michigan" "US" 6568 75
"Michigan" "US" 1337 21
"Michigan" "US" 13761 228
"Michigan" "US" 4970 94
"Michigan" "US" 499 18
"Michigan" "US" 12870 315
"Michigan" "US" 4061 57
"Michigan" "US" 104644 2133
"Michigan" "US" 2413 51
"Michigan" "US" 1449 35
"Michigan" "US" 446 21
"Michigan" "US" 1651 25
"Michigan" "US" 555 23
"Michigan" "US" 2052 34
"Michigan" "US" 28893 386
"Michigan" "US" 1813 13
"Michigan" "US" 910 30
"Michigan" "US" 1711 45
"Michigan" "US" 18512 549
"Michigan" "US" 3849 97
"Michigan" "US" 325 5
"Michigan" "US" 5620 93
"Michigan" "US" 16287 344
"Michigan" "US" 5589 93
"Michigan" "US" 5067 154
"Michigan" "US" 21 0
"Michigan" "US" 6381 106
"Michigan" "US" 24362 259
"Michigan" "US" 144922 4442
"Michigan" "US" 2541 34
"Minnesota" "US" 1289 36
"Minnesota" "US" 38757 416
"Minnesota" "US" 3565 48
"Minnesota" "US" 3735 57
"Minnesota" "US" 5338 97
"Minnesota" "US" 565 4
"Minnesota" "US" 6995 40
"Minnesota" "US" 2948 39
"Minnesota" "US" 3307 52
"Minnesota" "US" 9868 45
"Minnesota" "US" 2508 26
"Minnesota" "US" 1467 37
"Minnesota" "US" 5516 50
"Minnesota" "US" 7847 90
"Minnesota" "US" 779 14
"Minnesota" "US" 146 0
"Minnesota" "US" 1575 21
"Minnesota" "US" 6198 86
"Minnesota" "US" 42704 422
"Minnesota" "US" 1720 3
"Minnesota" "US" 4440 71
"Minnesota" "US" 1442 19
"Minnesota" "US" 1517 9
"Minnesota" "US" 3285 29
"Minnesota" "US" 4455 72
"Minnesota" "US" 551 8
"Minnesota" "US" 116105 1683
"Minnesota" "US" 1625 14
"Minnesota" "US" 1725 41
"Minnesota" "US" 3801 59
"Minnesota" "US" 3755 53
"Minnesota" "US" 1176 10
"Minnesota" "US" 1320 22
"Minnesota" "US" 6295 81
"Minnesota" "US" 468 22
"Minnesota" "US" 775 13
"Minnesota" "US" 736 22
"Minnesota" "US" 784 19
"Minnesota" "US" 307 3
"Minnesota" "US" 2713 22
"Minnesota" "US" 560 2
"Minnesota" "US" 3490 48
"Minnesota" "US" 508 8
"Minnesota" "US" 856 17
"Minnesota" "US" 2135 29
"Minnesota" "US" 3960 55
"Minnesota" "US" 2381 37
"Minnesota" "US" 2838 50
"Minnesota" "US" 3963 59
"Minnesota" "US" 4513 32
"Minnesota" "US" 1029 9
"Minnesota" "US" 3083 42
"Minnesota" "US" 4008 48
"Minnesota" "US" 522 9
"Minnesota" "US" 12780 97
"Minnesota" "US" 5452 73
"Minnesota" "US" 1512 19
"Minnesota" "US" 3127 21
"Minnesota" "US" 1100 26
"Minnesota" "US" 3665 67
"Minnesota" "US" 1031 6
"Minnesota" "US" 48076 856
"Minnesota" "US" 387 7
"Minnesota" "US" 1665 35
"Minnesota" "US" 1725 43
"Minnesota" "US" 7657 102
"Minnesota" "US" 1231 19
"Minnesota" "US" 1980 19
"Minnesota" "US" 16071 117
"Minnesota" "US" 10682 80
"Minnesota" "US" 1367 10
"Minnesota" "US" 16883 298
"Minnesota" "US" 21100 219
"Minnesota" "US" 3641 14
"Minnesota" "US" 823 10
"Minnesota" "US" 1001 18
"Minnesota" "US" 2692 30
"Minnesota" "US" 360 5
"Minnesota" "US" 485 78
"Minnesota" "US" 1998 3
"Minnesota" "US" 1450 21
"Minnesota" "US" 2314 21
"Minnesota" "US" 25072 274
"Minnesota" "US" 1257 9
"Minnesota" "US" 771 12
"Minnesota" "US" 4391 49
"Minnesota" "US" 14862 127
"Minnesota" "US" 1109 19
"Mississippi" "US" 2470 82
"Mississippi" "US" 3015 66
"Mississippi" "US" 1210 41
"Mississippi" "US" 2136 73
"Mississippi" "US" 975 25
"Mississippi" "US" 4778 130
"Mississippi" "US" 1656 32
"Mississippi" "US" 1210 26
"Mississippi" "US" 2058 57
"Mississippi" "US" 744 17
"Mississippi" "US" 1014 30
"Mississippi" "US" 1781 77
"Mississippi" "US" 1833 54
"Mississippi" "US" 2907 79
"Mississippi" "US" 2943 65
"Mississippi" "US" 2553 80
"Mississippi" "US" 21005 250
"Mississippi" "US" 7554 149
"Mississippi" "US" 831 23
"Mississippi" "US" 2389 47
"Mississippi" "US" 1296 33
"Mississippi" "US" 2573 85
"Mississippi" "US" 3737 85
"Mississippi" "US" 17590 303
"Mississippi" "US" 19989 411
"Mississippi" "US" 1872 72
"Mississippi" "US" 947 32
"Mississippi" "US" 168 6
"Mississippi" "US" 2979 77
"Mississippi" "US" 13169 243
"Mississippi" "US" 2202 48
"Mississippi" "US" 649 28
"Mississippi" "US" 1059 32
"Mississippi" "US" 8319 161
"Mississippi" "US" 957 28
"Mississippi" "US" 6081 118
"Mississippi" "US" 6146 85
"Mississippi" "US" 7232 237
"Mississippi" "US" 1268 23
"Mississippi" "US" 2624 73
"Mississippi" "US" 9900 170
"Mississippi" "US" 3471 124
"Mississippi" "US" 3892 109
"Mississippi" "US" 6306 144
"Mississippi" "US" 9965 212
"Mississippi" "US" 2664 79
"Mississippi" "US" 4302 103
"Mississippi" "US" 4063 132
"Mississippi" "US" 1258 42
"Mississippi" "US" 4009 176
"Mississippi" "US" 2461 61
"Mississippi" "US" 1266 34
"Mississippi" "US" 4580 97
"Mississippi" "US" 4461 103
"Mississippi" "US" 4447 142
"Mississippi" "US" 1252 38
"Mississippi" "US" 3226 105
"Mississippi" "US" 4176 72
"Mississippi" "US" 2766 59
"Mississippi" "US" 789 16
"Mississippi" "US" 13388 277
"Mississippi" "US" 3119 73
"Mississippi" "US" 498 17
"Mississippi" "US" 2904 86
"Mississippi" "US" 1597 34
"Mississippi" "US" 1797 33
"Mississippi" "US" 3320 90
"Mississippi" "US" 1762 40
"Mississippi" "US" 3259 84
"Mississippi" "US" 2853 68
"Mississippi" "US" 2228 67
"Mississippi" "US" 1034 25
"Mississippi" "US" 0 0
"Mississippi" "US" 4051 75
"Mississippi" "US" 1311 43
"Mississippi" "US" 4310 119
"Mississippi" "US" 5296 133
"Mississippi" "US" 2615 41
"Mississippi" "US" 1139 32
"Mississippi" "US" 653 29
"Mississippi" "US" 2261 81
"Mississippi" "US" 1602 36
"Mississippi" "US" 3053 69
"Missouri" "US" 2349 19
"Missouri" "US" 1842 19
"Missouri" "US" 445 6
"Missouri" "US" 2691 57
"Missouri" "US" 2866 45
"Missouri" "US" 1161 14
"Missouri" "US" 1300 27
"Missouri" "US" 1644 30
"Missouri" "US" 1102 12
"Missouri" "US" 17658 89
"Missouri" "US" 9159 142
"Missouri" "US" 4142 41
"Missouri" "US" 749 11
"Missouri" "US" 4904 47
"Missouri" "US" 4036 86
"Missouri" "US" 8722 134
"Missouri" "US" 1025 23
"Missouri" "US" 538 9
"Missouri" "US" 8964 104
"Missouri" "US" 1061 21
"Missouri" "US" 661 7
"Missouri" "US" 8276 89
"Missouri" "US" 663 7
"Missouri" "US" 9737 163
"Missouri" "US" 1932 65
"Missouri" "US" 9012 122
"Missouri" "US" 1895 27
"Missouri" "US" 2530 36
"Missouri" "US" 573 16
"Missouri" "US" 1234 26
"Missouri" "US" 697 11
"Missouri" "US" 1122 31
"Missouri" "US" 943 17
"Missouri" "US" 891 27
"Missouri" "US" 2769 21
"Missouri" "US" 10437 179
"Missouri" "US" 1515 44
"Missouri" "US" 822 20
"Missouri" "US" 27736 459
"Missouri" "US" 982 34
"Missouri" "US" 874 14
"Missouri" "US" 1985 38
"Missouri" "US" 639 15
"Missouri" "US" 432 12
"Missouri" "US" 1042 7
"Missouri" "US" 3429 43
"Missouri" "US" 865 6
"Missouri" "US" 36879 412
"Missouri" "US" 15275 233
"Missouri" "US" 22637 238
"Missouri" "US" 4719 49
"Missouri" "US" 42562 564
"Missouri" "US" 372 2
"Missouri" "US" 3245 68
"Missouri" "US" 3006 56
"Missouri" "US" 3364 80
"Missouri" "US" 992 12
"Missouri" "US" 5630 40
"Missouri" "US" 1168 12
"Missouri" "US" 1650 40
"Missouri" "US" 1530 15
"Missouri" "US" 1608 16
"Missouri" "US" 628 8
"Missouri" "US" 3579 44
"Missouri" "US" 2314 26
"Missouri" "US" 298 2
"Missouri" "US" 2513 54
"Missouri" "US" 1435 28
"Missouri" "US" 1769 31
"Missouri" "US" 996 11
"Missouri" "US" 1020 11
"Missouri" "US" 1699 43
"Missouri" "US" 2091 43
"Missouri" "US" 5210 74
"Missouri" "US" 2680 25
"Missouri" "US" 794 3
"Missouri" "US" 1608 14
"Missouri" "US" 642 17
"Missouri" "US" 1559 30
"Missouri" "US" 2165 30
"Missouri" "US" 5062 78
"Missouri" "US" 3764 128
"Missouri" "US" 1765 23
"Missouri" "US" 4067 46
"Missouri" "US" 3192 33
"Missouri" "US" 3427 51
"Missouri" "US" 297 4
"Missouri" "US" 1045 12
"Missouri" "US" 2619 30
"Missouri" "US" 1924 27
"Missouri" "US" 375 3
"Missouri" "US" 1056 15
"Missouri" "US" 2816 38
"Missouri" "US" 332 6
"Missouri" "US" 305 3
"Missouri" "US" 4666 83
"Missouri" "US" 581 12
"Missouri" "US" 568 7
"Missouri" "US" 41718 448
"Missouri" "US" 775 8
"Missouri" "US" 8688 115
"Missouri" "US" 95728 2145
"Missouri" "US" 23462 461
"Missouri" "US" 1793 16
"Missouri" "US" 2461 37
"Missouri" "US" 2390 41
"Missouri" "US" 840 14
"Missouri" "US" 5191 92
"Missouri" "US" 1812 23
"Missouri" "US" 0 0
"Missouri" "US" 1908 43
"Missouri" "US" 3061 21
"Missouri" "US" 2682 49
"Missouri" "US" 1028 11
"Missouri" "US" 3530 53
"Missouri" "US" 162 2
"Missouri" "US" 1548 29
"Montana" "US" 902 9
"Montana" "US" 2520 75
"Montana" "US" 729 23
"Montana" "US" 476 5
"Montana" "US" 861 14
"Montana" "US" 146 5
"Montana" "US" 8722 166
"Montana" "US" 496 6
"Montana" "US" 1179 18
"Montana" "US" 197 7
"Montana" "US" 1102 30
"Montana" "US" 1084 15
"Montana" "US" 280 2
"Montana" "US" 1096 29
"Montana" "US" 11579 91
"Montana" "US" 14017 60
"Montana" "US" 78 2
"Montana" "US" 1529 42
"Montana" "US" 53 2
"Montana" "US" 190 2
"Montana" "US" 1951 44
"Montana" "US" 1061 8
"Montana" "US" 90 1
"Montana" "US" 2005 36
"Montana" "US" 6689 86
"Montana" "US" 117 1
"Montana" "US" 1604 16
"Montana" "US" 759 8
"Montana" "US" 183 1
"Montana" "US" 137 7
"Montana" "US" 251 0
"Montana" "US" 8912 92
"Montana" "US" 333 10
"Montana" "US" 1241 18
"Montana" "US" 12 1
"Montana" "US" 521 16
"Montana" "US" 460 4
"Montana" "US" 120 6
"Montana" "US" 915 10
"Montana" "US" 141 2
"Montana" "US" 2968 30
"Montana" "US" 1159 15
"Montana" "US" 1613 52
"Montana" "US" 1194 48
"Montana" "US" 626 14
"Montana" "US" 421 5
"Montana" "US" 4040 82
"Montana" "US" 715 14
"Montana" "US" 388 7
"Montana" "US" 450 5
"Montana" "US" 712 10
"Montana" "US" 55 1
"Montana" "US" 0 0
"Montana" "US" 876 18
"Montana" "US" 176 7
"Montana" "US" 120 6
"Montana" "US" 16951 262
"Nebraska" "US" 2876 43
"Nebraska" "US" 519 6
"Nebraska" "US" 22 1
"Nebraska" "US" 35 0
"Nebraska" "US" 20 0
"Nebraska" "US" 577 4
"Nebraska" "US" 931 9
"Nebraska" "US" 174 3
"Nebraska" "US" 220 2
"Nebraska" "US" 5418 57
"Nebraska" "US" 663 11
"Nebraska" "US" 842 11
"Nebraska" "US" 2593 16
"Nebraska" "US" 763 11
"Nebraska" "US" 461 5
"Nebraska" "US" 295 7
"Nebraska" "US" 924 18
"Nebraska" "US" 682 11
"Nebraska" "US" 1583 21
"Nebraska" "US" 1033 11
"Nebraska" "US" 843 18
"Nebraska" "US" 3888 56
"Nebraska" "US" 732 18
"Nebraska" "US" 2870 31
"Nebraska" "US" 100 2
"Nebraska" "US" 603 9
"Nebraska" "US" 4889 58
"Nebraska" "US" 69516 657
"Nebraska" "US" 179 4
"Nebraska" "US" 492 10
"Nebraska" "US" 239 4
"Nebraska" "US" 192 1
"Nebraska" "US" 501 5
"Nebraska" "US" 2170 19
"Nebraska" "US" 112 1
"Nebraska" "US" 146 3
"Nebraska" "US" 182 5
"Nebraska" "US" 39 4
"Nebraska" "US" 209 2
"Nebraska" "US" 7665 115
"Nebraska" "US" 928 17
"Nebraska" "US" 220 0
"Nebraska" "US" 58 0
"Nebraska" "US" 253 5
"Nebraska" "US" 846 16
"Nebraska" "US" 53 2
"Nebraska" "US" 538 17
"Nebraska" "US" 655 1
"Nebraska" "US" 638 9
"Nebraska" "US" 683 5
"Nebraska" "US" 712 10
"Nebraska" "US" 53 0
"Nebraska" "US" 413 7
"Nebraska" "US" 879 12
"Nebraska" "US" 30484 167
"Nebraska" "US" 3731 53
"Nebraska" "US" 80 0
"Nebraska" "US" 40 0
"Nebraska" "US" 4186 42
"Nebraska" "US" 29 1
"Nebraska" "US" 749 15
"Nebraska" "US" 498 15
"Nebraska" "US" 403 10
"Nebraska" "US" 667 15
"Nebraska" "US" 429 11
"Nebraska" "US" 1423 9
"Nebraska" "US" 233 1
"Nebraska" "US" 285 11
"Nebraska" "US" 988 9
"Nebraska" "US" 622 20
"Nebraska" "US" 4070 48
"Nebraska" "US" 577 9
"Nebraska" "US" 1205 15
"Nebraska" "US" 721 19
"Nebraska" "US" 102 2
"Nebraska" "US" 2014 3
"Nebraska" "US" 22117 129
"Nebraska" "US" 2476 16
"Nebraska" "US" 3645 91
"Nebraska" "US" 1715 31
"Nebraska" "US" 502 19
"Nebraska" "US" 190 4
"Nebraska" "US" 38 0
"Nebraska" "US" 358 9
"Nebraska" "US" 484 4
"Nebraska" "US" 52 1
"Nebraska" "US" 833 12
"Nebraska" "US" 1857 7
"Nebraska" "US" 323 3
"Nebraska" "US" 2170 22
"Nebraska" "US" 1055 7
"Nebraska" "US" 379 6
"Nebraska" "US" 39 0
"Nebraska" "US" 1717 9
"Nevada" "US" 6334 122
"Nevada" "US" 2005 49
"Nevada" "US" 240307 4213
"Nevada" "US" 2747 35
"Nevada" "US" 4731 55
"Nevada" "US" 38 0
"Nevada" "US" 50 0
"Nevada" "US" 1135 13
"Nevada" "US" 450 9
"Nevada" "US" 361 3
"Nevada" "US" 3033 62
"Nevada" "US" 305 7
"Nevada" "US" 2883 106
"Nevada" "US" 950 20
"Nevada" "US" 92 3
"Nevada" "US" 0 0
"Nevada" "US" 44945 665
"Nevada" "US" 567 6
"New Hampshire" "US" 3742 96
"New Hampshire" "US" 2198 9
"New Hampshire" "US" 3384 33
"New Hampshire" "US" 1655 39
"New Hampshire" "US" 3545 25
"New Hampshire" "US" 33807 614
"New Hampshire" "US" 8932 111
"New Hampshire" "US" 22725 240
"New Hampshire" "US" 9031 76
"New Hampshire" "US" 1578 23
"New Hampshire" "US" 1186 4
"New Jersey" "US" 30420 639
"New Jersey" "US" 98660 2798
"New Jersey" "US" 42935 821
"New Jersey" "US" 52431 1248
"New Jersey" "US" 8776 199
"New Jersey" "US" 16098 414
"New Jersey" "US" 92965 2850
"New Jersey" "US" 28973 595
"New Jersey" "US" 85856 2187
"New Jersey" "US" 9268 171
"New Jersey" "US" 32806 918
"New Jersey" "US" 90241 2262
"New Jersey" "US" 73288 1549
"New Jersey" "US" 48603 1198
"New Jersey" "US" 73305 2068
"New Jersey" "US" 69658 1840
"New Jersey" "US" 5636 172
"New Jersey" "US" 28864 815
"New Jersey" "US" 13179 289
"New Jersey" "US" 832 0
"New Jersey" "US" 68915 1898
"New Jersey" "US" 9327 230
"New Mexico" "US" 56086 915
"New Mexico" "US" 89 5
"New Mexico" "US" 8836 167
"New Mexico" "US" 2854 108
"New Mexico" "US" 743 46
"New Mexico" "US" 5073 74
"New Mexico" "US" 137 1
"New Mexico" "US" 24370 434
"New Mexico" "US" 6749 127
"New Mexico" "US" 1673 36
"New Mexico" "US" 376 9
"New Mexico" "US" 10 0
"New Mexico" "US" 359 9
"New Mexico" "US" 8266 160
"New Mexico" "US" 1622 19
"New Mexico" "US" 511 6
"New Mexico" "US" 3273 84
"New Mexico" "US" 12193 460
"New Mexico" "US" 169 6
"New Mexico" "US" 3739 74
"New Mexico" "US" 433 8
"New Mexico" "US" 3546 75
"New Mexico" "US" 1877 53
"New Mexico" "US" 14141 466
"New Mexico" "US" 1338 17
"New Mexico" "US" 11712 223
"New Mexico" "US" 10001 144
"New Mexico" "US" 727 47
"New Mexico" "US" 1297 56
"New Mexico" "US" 1648 51
"New Mexico" "US" 695 13
"New Mexico" "US" 4110 0
"New Mexico" "US" 247 9
"New Mexico" "US" 6578 105
"New York" "US" 23718 346
"New York" "US" 3193 83
"New York" "US" 175323 6397
"New York" "US" 17455 348
"New York" "US" 5180 81
"New York" "US" 5893 90
"New York" "US" 8428 135
"New York" "US" 7183 133
"New York" "US" 3104 74
"New York" "US" 4563 32
"New York" "US" 3837 99
"New York" "US" 3553 60
"New York" "US" 2180 36
"New York" "US" 28027 435
"New York" "US" 82901 1710
"New York" "US" 1504 26
"New York" "US" 2407 12
"New York" "US" 4093 87
"New York" "US" 5077 121
"New York" "US" 3139 74
"New York" "US" 301 2
"New York" "US" 4937 107
"New York" "US" 5471 65
"New York" "US" 265709 10002
"New York" "US" 2461 34
"New York" "US" 4022 58
"New York" "US" 4309 86
"New York" "US" 61314 1035
"New York" "US" 3911 116
"New York" "US" 177656 3118
"New York" "US" 132551 4332
"New York" "US" 18367 333
"New York" "US" 21472 498
"New York" "US" 36119 661
"New York" "US" 6902 92
"New York" "US" 46223 782
"New York" "US" 2782 83
"New York" "US" 6998 90
"New York" "US" 3200 47
"New York" "US" 0 217
"New York" "US" 10231 91
"New York" "US" 264360 9590
"New York" "US" 10709 136
"New York" "US" 70965 1755
"New York" "US" 45739 944
"New York" "US" 14454 161
"New York" "US" 12435 193
"New York" "US" 1555 16
"New York" "US" 992 14
"New York" "US" 1885 56
"New York" "US" 6225 95
"New York" "US" 6309 142
"New York" "US" 193919 3316
"New York" "US" 6167 68
"New York" "US" 3423 58
"New York" "US" 4064 49
"New York" "US" 13082 241
"New York" "US" 141 64
"New York" "US" 3395 56
"New York" "US" 2867 55
"New York" "US" 5272 67
"New York" "US" 125913 2246
"New York" "US" 3263 51
"New York" "US" 1110 26
"North Carolina" "US" 17455 262
"North Carolina" "US" 4293 83
"North Carolina" "US" 987 5
"North Carolina" "US" 2491 55
"North Carolina" "US" 2032 41
"North Carolina" "US" 2059 20
"North Carolina" "US" 4469 94
"North Carolina" "US" 1727 43
"North Carolina" "US" 3168 41
"North Carolina" "US" 8860 147
"North Carolina" "US" 17037 313
"North Carolina" "US" 9750 149
"North Carolina" "US" 20922 248
"North Carolina" "US" 9135 103
"North Carolina" "US" 639 5
"North Carolina" "US" 4949 47
"North Carolina" "US" 2114 27
"North Carolina" "US" 18649 295
"North Carolina" "US" 4528 87
"North Carolina" "US" 2390 20
"North Carolina" "US" 1426 22
"North Carolina" "US" 712 18
